ROC AUC,Accuracy,Precision,Recall,F1 Score,Type I Error,Type II Error,Epsilon,Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio
0.755,0.593,0.194,0.783,0.31,0.432,0.217,3.296,32,1.1,0.003,0.5,0.1
0.771,0.599,0.198,0.798,0.317,0.428,0.202,3.296,32,1.1,0.003,1.0,0.1
0.777,0.673,0.224,0.728,0.342,0.334,0.272,3.296,32,1.1,0.003,2.0,0.1
0.79,0.62,0.208,0.802,0.331,0.404,0.198,3.296,32,1.1,0.005,0.5,0.1
0.808,0.786,0.308,0.664,0.421,0.198,0.336,3.296,32,1.1,0.005,1.0,0.1
0.779,0.844,0.371,0.474,0.416,0.106,0.526,3.296,32,1.1,0.005,2.0,0.1
0.744,0.636,0.203,0.723,0.317,0.375,0.277,2.093,32,1.5,0.001,0.5,0.1
0.75,0.685,0.223,0.678,0.335,0.314,0.322,2.093,32,1.5,0.001,1.0,0.1
0.73,0.637,0.199,0.694,0.309,0.37,0.306,2.093,32,1.5,0.001,2.0,0.1
0.762,0.691,0.229,0.69,0.343,0.308,0.31,2.093,32,1.5,0.003,0.5,0.1
0.774,0.65,0.214,0.744,0.332,0.362,0.256,2.093,32,1.5,0.003,1.0,0.1
0.775,0.624,0.207,0.78,0.327,0.396,0.22,2.093,32,1.5,0.003,2.0,0.1
0.798,0.659,0.225,0.783,0.349,0.357,0.217,2.093,32,1.5,0.005,0.5,0.1
0.79,0.838,0.363,0.511,0.425,0.119,0.489,2.093,32,1.5,0.005,1.0,0.1
0.803,0.579,0.199,0.861,0.324,0.459,0.139,2.093,32,1.5,0.005,2.0,0.1
0.739,0.669,0.213,0.681,0.325,0.333,0.319,1.462,32,2.0,0.001,0.5,0.1
0.741,0.652,0.209,0.713,0.324,0.356,0.287,1.462,32,2.0,0.001,1.0,0.1
0.73,0.639,0.199,0.689,0.309,0.367,0.311,1.462,32,2.0,0.001,2.0,0.1
0.791,0.646,0.216,0.771,0.338,0.37,0.229,1.462,32,2.0,0.003,0.5,0.1
0.778,0.637,0.211,0.768,0.331,0.38,0.232,1.462,32,2.0,0.003,1.0,0.1
0.784,0.671,0.224,0.733,0.343,0.337,0.267,1.462,32,2.0,0.003,2.0,0.1
0.8,0.744,0.272,0.708,0.393,0.251,0.292,1.462,32,2.0,0.005,0.5,0.1
0.789,0.723,0.254,0.705,0.373,0.275,0.295,1.462,32,2.0,0.005,1.0,0.1
0.792,0.704,0.243,0.723,0.364,0.298,0.277,1.462,32,2.0,0.005,2.0,0.1
0.696,0.595,0.18,0.695,0.286,0.418,0.305,9.233,64,0.8,0.001,0.5,0.1
0.702,0.616,0.188,0.691,0.296,0.394,0.309,9.233,64,0.8,0.001,1.0,0.1
0.721,0.655,0.207,0.689,0.319,0.349,0.311,9.233,64,0.8,0.001,2.0,0.1
0.737,0.658,0.206,0.675,0.316,0.344,0.325,9.233,64,0.8,0.003,0.5,0.1
0.741,0.677,0.214,0.656,0.322,0.32,0.344,9.233,64,0.8,0.003,1.0,0.1
0.755,0.681,0.221,0.683,0.334,0.32,0.317,9.233,64,0.8,0.003,2.0,0.1
0.772,0.677,0.227,0.732,0.346,0.331,0.268,9.233,64,0.8,0.005,0.5,0.1
0.764,0.671,0.221,0.716,0.338,0.335,0.284,9.233,64,0.8,0.005,1.0,0.1
0.755,0.691,0.226,0.679,0.339,0.307,0.321,9.233,64,0.8,0.005,2.0,0.1
0.712,0.613,0.189,0.701,0.298,0.399,0.299,4.839,64,1.1,0.001,0.5,0.1
0.698,0.621,0.19,0.685,0.297,0.388,0.315,4.839,64,1.1,0.001,1.0,0.1
0.71,0.618,0.191,0.7,0.3,0.393,0.3,4.839,64,1.1,0.001,2.0,0.1
0.756,0.712,0.238,0.664,0.351,0.281,0.336,4.839,64,1.1,0.003,0.5,0.1
0.749,0.647,0.208,0.72,0.323,0.363,0.28,4.839,64,1.1,0.003,1.0,0.1
0.743,0.699,0.229,0.665,0.341,0.296,0.335,4.839,64,1.1,0.003,2.0,0.1
0.77,0.677,0.223,0.708,0.339,0.327,0.292,4.839,64,1.1,0.005,0.5,0.1
0.767,0.715,0.242,0.674,0.356,0.28,0.326,4.839,64,1.1,0.005,1.0,0.1
0.757,0.651,0.212,0.73,0.328,0.36,0.27,4.839,64,1.1,0.005,2.0,0.1
0.698,0.616,0.183,0.656,0.286,0.389,0.344,3.035,64,1.5,0.001,0.5,0.1
0.706,0.637,0.194,0.668,0.301,0.367,0.332,3.035,64,1.5,0.001,1.0,0.1
0.712,0.63,0.191,0.668,0.297,0.375,0.332,3.035,64,1.5,0.001,2.0,0.1
0.743,0.665,0.213,0.689,0.325,0.338,0.311,3.035,64,1.5,0.003,0.5,0.1
0.753,0.67,0.215,0.689,0.328,0.333,0.311,3.035,64,1.5,0.003,1.0,0.1
0.753,0.674,0.217,0.688,0.33,0.328,0.312,3.035,64,1.5,0.003,2.0,0.1
0.76,0.689,0.226,0.681,0.339,0.309,0.319,3.035,64,1.5,0.005,0.5,0.1
0.771,0.685,0.229,0.713,0.346,0.318,0.287,3.035,64,1.5,0.005,1.0,0.1
0.761,0.623,0.202,0.75,0.318,0.394,0.25,3.035,64,1.5,0.005,2.0,0.1
0.709,0.648,0.198,0.657,0.304,0.353,0.343,2.105,64,2.0,0.001,0.5,0.1
0.72,0.643,0.193,0.648,0.298,0.358,0.352,2.105,64,2.0,0.001,1.0,0.1
0.697,0.626,0.192,0.685,0.3,0.382,0.315,2.105,64,2.0,0.001,2.0,0.1
0.739,0.675,0.217,0.681,0.329,0.325,0.319,2.105,64,2.0,0.003,0.5,0.1
0.748,0.678,0.222,0.701,0.338,0.325,0.299,2.105,64,2.0,0.003,1.0,0.1
0.752,0.635,0.204,0.731,0.319,0.378,0.269,2.105,64,2.0,0.003,2.0,0.1
0.759,0.703,0.233,0.669,0.345,0.292,0.331,2.105,64,2.0,0.005,0.5,0.1
0.762,0.682,0.223,0.691,0.337,0.319,0.309,2.105,64,2.0,0.005,1.0,0.1
0.755,0.62,0.201,0.754,0.317,0.397,0.246,2.105,64,2.0,0.005,2.0,0.1
0.688,0.612,0.18,0.652,0.282,0.393,0.348,13.785,128,0.8,0.001,0.5,0.1
0.704,0.615,0.187,0.685,0.294,0.395,0.315,13.785,128,0.8,0.001,1.0,0.1
0.656,0.558,0.165,0.687,0.267,0.459,0.313,13.785,128,0.8,0.001,2.0,0.1
0.731,0.621,0.196,0.723,0.309,0.392,0.277,13.785,128,0.8,0.003,0.5,0.1
0.726,0.65,0.2,0.662,0.307,0.351,0.338,13.785,128,0.8,0.003,1.0,0.1
0.719,0.644,0.193,0.643,0.297,0.356,0.357,13.785,128,0.8,0.003,2.0,0.1
0.743,0.648,0.209,0.722,0.324,0.362,0.278,13.785,128,0.8,0.005,0.5,0.1
0.735,0.656,0.207,0.686,0.318,0.348,0.314,13.785,128,0.8,0.005,1.0,0.1
0.731,0.647,0.207,0.712,0.321,0.361,0.288,13.785,128,0.8,0.005,2.0,0.1
0.69,0.583,0.176,0.695,0.28,0.432,0.305,7.17,128,1.1,0.001,0.5,0.1
0.682,0.553,0.169,0.72,0.274,0.47,0.28,7.17,128,1.1,0.001,1.0,0.1
0.683,0.641,0.188,0.625,0.289,0.357,0.375,7.17,128,1.1,0.001,2.0,0.1
0.721,0.652,0.202,0.67,0.31,0.351,0.33,7.17,128,1.1,0.003,0.5,0.1
0.723,0.64,0.197,0.679,0.306,0.366,0.321,7.17,128,1.1,0.003,1.0,0.1
0.716,0.624,0.191,0.682,0.298,0.383,0.318,7.17,128,1.1,0.003,2.0,0.1
0.745,0.6,0.194,0.767,0.31,0.422,0.233,7.17,128,1.1,0.005,0.5,0.1
0.754,0.663,0.215,0.707,0.329,0.343,0.293,7.17,128,1.1,0.005,1.0,0.1
0.743,0.665,0.211,0.678,0.321,0.337,0.322,7.17,128,1.1,0.005,2.0,0.1
