ROC AUC,Accuracy,Precision,Recall,F1 Score,Type I Error,Type II Error,Epsilon,Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio,DP Enabled,Run
0.901,0.836,0.402,0.822,0.54,0.162,0.178,inf,32,0.0,0.001,0.0,1.0,False,6
0.901,0.829,0.392,0.834,0.533,0.172,0.166,inf,32,0.0,0.003,0.0,1.0,False,6
0.9,0.832,0.398,0.841,0.54,0.169,0.159,inf,32,0.0,0.005,0.0,1.0,False,6
0.903,0.843,0.411,0.798,0.542,0.152,0.202,inf,64,0.0,0.001,0.0,1.0,False,6
0.899,0.841,0.408,0.802,0.541,0.154,0.198,inf,64,0.0,0.003,0.0,1.0,False,6
0.901,0.822,0.383,0.847,0.527,0.181,0.153,inf,64,0.0,0.005,0.0,1.0,False,6
0.902,0.831,0.394,0.836,0.536,0.17,0.164,inf,128,0.0,0.001,0.0,1.0,False,6
0.898,0.821,0.379,0.833,0.521,0.18,0.167,inf,128,0.0,0.003,0.0,1.0,False,6
0.904,0.827,0.389,0.831,0.53,0.173,0.169,inf,128,0.0,0.005,0.0,1.0,False,6
0.895,0.82,0.376,0.808,0.513,0.178,0.192,1.699,16,0.8,0.001,0.5,1.0,True,6
0.882,0.822,0.375,0.781,0.507,0.172,0.219,1.699,16,0.8,0.001,1.0,1.0,True,6
0.882,0.814,0.366,0.805,0.504,0.185,0.195,1.699,16,0.8,0.001,2.0,1.0,True,6
0.886,0.78,0.329,0.845,0.473,0.229,0.155,1.699,16,0.8,0.003,0.5,1.0,True,6
0.893,0.792,0.343,0.847,0.488,0.215,0.153,1.699,16,0.8,0.003,1.0,1.0,True,6
0.884,0.742,0.296,0.874,0.442,0.276,0.126,1.699,16,0.8,0.003,2.0,1.0,True,6
0.898,0.823,0.379,0.808,0.516,0.175,0.192,1.699,16,0.8,0.005,0.5,1.0,True,6
0.898,0.792,0.345,0.861,0.492,0.217,0.139,1.699,16,0.8,0.005,1.0,1.0,True,6
0.883,0.76,0.31,0.86,0.456,0.254,0.14,1.699,16,0.8,0.005,2.0,1.0,True,6
0.882,0.813,0.363,0.793,0.498,0.184,0.207,0.849,16,1.1,0.001,0.5,1.0,True,6
0.886,0.793,0.342,0.832,0.485,0.212,0.168,0.849,16,1.1,0.001,1.0,1.0,True,6
0.881,0.808,0.358,0.807,0.496,0.192,0.193,0.849,16,1.1,0.001,2.0,1.0,True,6
0.882,0.85,0.418,0.716,0.528,0.132,0.284,0.849,16,1.1,0.003,0.5,1.0,True,6
0.893,0.79,0.34,0.847,0.485,0.218,0.153,0.849,16,1.1,0.003,1.0,1.0,True,6
0.881,0.805,0.354,0.8,0.49,0.194,0.2,0.849,16,1.1,0.003,2.0,1.0,True,6
0.884,0.778,0.326,0.842,0.47,0.231,0.158,0.849,16,1.1,0.005,0.5,1.0,True,6
0.889,0.767,0.318,0.865,0.465,0.246,0.135,0.849,16,1.1,0.005,1.0,1.0,True,6
0.886,0.786,0.333,0.828,0.475,0.22,0.172,0.849,16,1.1,0.005,2.0,1.0,True,6
0.894,0.84,0.404,0.777,0.532,0.152,0.223,0.486,16,1.5,0.001,0.5,1.0,True,6
0.879,0.808,0.356,0.799,0.493,0.191,0.201,0.486,16,1.5,0.001,1.0,1.0,True,6
0.89,0.822,0.377,0.8,0.512,0.175,0.2,0.486,16,1.5,0.001,2.0,1.0,True,6
0.872,0.789,0.333,0.805,0.471,0.214,0.195,0.486,16,1.5,0.003,0.5,1.0,True,6
0.893,0.805,0.358,0.838,0.502,0.199,0.162,0.486,16,1.5,0.003,1.0,1.0,True,6
0.897,0.821,0.378,0.819,0.517,0.179,0.181,0.486,16,1.5,0.003,2.0,1.0,True,6
0.887,0.828,0.383,0.772,0.512,0.165,0.228,0.486,16,1.5,0.005,0.5,1.0,True,6
0.889,0.757,0.31,0.877,0.458,0.259,0.123,0.486,16,1.5,0.005,1.0,1.0,True,6
0.886,0.793,0.342,0.832,0.485,0.212,0.168,0.486,16,1.5,0.005,2.0,1.0,True,6
0.891,0.827,0.384,0.794,0.517,0.169,0.206,0.32,16,2.0,0.001,0.5,1.0,True,6
0.883,0.81,0.36,0.805,0.498,0.19,0.195,0.32,16,2.0,0.001,1.0,1.0,True,6
0.895,0.83,0.388,0.789,0.521,0.165,0.211,0.32,16,2.0,0.001,2.0,1.0,True,6
0.892,0.803,0.355,0.839,0.499,0.202,0.161,0.32,16,2.0,0.003,0.5,1.0,True,6
0.876,0.754,0.303,0.847,0.446,0.258,0.153,0.32,16,2.0,0.003,1.0,1.0,True,6
0.892,0.779,0.328,0.853,0.474,0.231,0.147,0.32,16,2.0,0.003,2.0,1.0,True,6
0.89,0.768,0.318,0.862,0.465,0.245,0.138,0.32,16,2.0,0.005,0.5,1.0,True,6
0.888,0.766,0.316,0.86,0.462,0.247,0.14,0.32,16,2.0,0.005,1.0,1.0,True,6
0.895,0.793,0.344,0.848,0.49,0.214,0.152,0.32,16,2.0,0.005,2.0,1.0,True,6
0.875,0.814,0.363,0.784,0.496,0.182,0.216,2.114,32,0.8,0.001,0.5,1.0,True,6
0.872,0.81,0.356,0.776,0.488,0.186,0.224,2.114,32,0.8,0.001,1.0,1.0,True,6
0.871,0.802,0.348,0.794,0.484,0.197,0.206,2.114,32,0.8,0.001,2.0,1.0,True,6
0.889,0.82,0.375,0.805,0.511,0.178,0.195,2.114,32,0.8,0.003,0.5,1.0,True,6
0.888,0.82,0.374,0.802,0.51,0.178,0.198,2.114,32,0.8,0.003,1.0,1.0,True,6
0.89,0.824,0.379,0.793,0.513,0.172,0.207,2.114,32,0.8,0.003,2.0,1.0,True,6
0.891,0.802,0.351,0.824,0.493,0.202,0.176,2.114,32,0.8,0.005,0.5,1.0,True,6
0.864,0.831,0.382,0.727,0.501,0.156,0.273,2.114,32,0.8,0.005,1.0,1.0,True,6
0.878,0.842,0.403,0.729,0.519,0.143,0.271,2.114,32,0.8,0.005,2.0,1.0,True,6
0.872,0.806,0.353,0.788,0.488,0.191,0.212,1.058,32,1.1,0.001,0.5,1.0,True,6
0.869,0.792,0.336,0.795,0.472,0.208,0.205,1.058,32,1.1,0.001,1.0,1.0,True,6
0.875,0.814,0.363,0.782,0.496,0.182,0.218,1.058,32,1.1,0.001,2.0,1.0,True,6
0.888,0.824,0.379,0.787,0.512,0.171,0.213,1.058,32,1.1,0.003,0.5,1.0,True,6
0.887,0.805,0.357,0.829,0.499,0.198,0.171,1.058,32,1.1,0.003,1.0,1.0,True,6
0.888,0.826,0.381,0.789,0.514,0.17,0.211,1.058,32,1.1,0.003,2.0,1.0,True,6
0.894,0.818,0.372,0.806,0.51,0.18,0.194,1.058,32,1.1,0.005,0.5,1.0,True,6
0.876,0.855,0.427,0.69,0.527,0.123,0.31,1.058,32,1.1,0.005,1.0,1.0,True,6
0.863,0.841,0.395,0.681,0.5,0.138,0.319,1.058,32,1.1,0.005,2.0,1.0,True,6
0.863,0.791,0.332,0.778,0.465,0.208,0.222,0.643,32,1.5,0.001,0.5,1.0,True,6
0.873,0.819,0.37,0.779,0.502,0.176,0.221,0.643,32,1.5,0.001,1.0,1.0,True,6
0.868,0.802,0.347,0.783,0.481,0.195,0.217,0.643,32,1.5,0.001,2.0,1.0,True,6
0.889,0.816,0.37,0.816,0.509,0.184,0.184,0.643,32,1.5,0.003,0.5,1.0,True,6
0.889,0.808,0.36,0.819,0.5,0.193,0.181,0.643,32,1.5,0.003,1.0,1.0,True,6
0.888,0.813,0.365,0.813,0.504,0.187,0.187,0.643,32,1.5,0.003,2.0,1.0,True,6
0.872,0.848,0.412,0.692,0.516,0.131,0.308,0.643,32,1.5,0.005,0.5,1.0,True,6
0.875,0.851,0.418,0.692,0.521,0.127,0.308,0.643,32,1.5,0.005,1.0,1.0,True,6
0.867,0.819,0.368,0.757,0.495,0.172,0.243,0.643,32,1.5,0.005,2.0,1.0,True,6
0.876,0.811,0.361,0.799,0.497,0.187,0.201,0.449,32,2.0,0.001,0.5,1.0,True,6
0.877,0.807,0.356,0.798,0.492,0.191,0.202,0.449,32,2.0,0.001,1.0,1.0,True,6
0.871,0.789,0.334,0.805,0.472,0.213,0.195,0.449,32,2.0,0.001,2.0,1.0,True,6
0.89,0.821,0.376,0.808,0.514,0.177,0.192,0.449,32,2.0,0.003,0.5,1.0,True,6
0.889,0.813,0.366,0.818,0.505,0.188,0.182,0.449,32,2.0,0.003,1.0,1.0,True,6
0.891,0.815,0.368,0.81,0.506,0.184,0.19,0.449,32,2.0,0.003,2.0,1.0,True,6
0.893,0.834,0.395,0.778,0.524,0.158,0.222,0.449,32,2.0,0.005,0.5,1.0,True,6
0.876,0.849,0.415,0.695,0.519,0.13,0.305,0.449,32,2.0,0.005,1.0,1.0,True,6
0.873,0.84,0.399,0.727,0.515,0.145,0.273,0.449,32,2.0,0.005,2.0,1.0,True,6
0.802,0.704,0.249,0.758,0.375,0.303,0.242,2.763,64,0.8,0.001,0.5,1.0,True,6
0.787,0.686,0.232,0.732,0.352,0.321,0.268,2.763,64,0.8,0.001,1.0,1.0,True,6
0.78,0.678,0.226,0.718,0.343,0.327,0.282,2.763,64,0.8,0.001,2.0,1.0,True,6
0.886,0.833,0.392,0.778,0.521,0.16,0.222,2.763,64,0.8,0.003,0.5,1.0,True,6
0.886,0.805,0.355,0.816,0.494,0.197,0.184,2.763,64,0.8,0.003,1.0,1.0,True,6
0.886,0.842,0.405,0.748,0.526,0.145,0.252,2.763,64,0.8,0.003,2.0,1.0,True,6
0.892,0.801,0.351,0.833,0.494,0.204,0.167,2.763,64,0.8,0.005,0.5,1.0,True,6
0.886,0.804,0.353,0.814,0.492,0.198,0.186,2.763,64,0.8,0.005,1.0,1.0,True,6
0.889,0.816,0.37,0.814,0.508,0.184,0.186,2.763,64,0.8,0.005,2.0,1.0,True,6
0.806,0.708,0.251,0.755,0.377,0.298,0.245,1.419,64,1.1,0.001,0.5,1.0,True,6
0.79,0.697,0.241,0.738,0.363,0.308,0.262,1.419,64,1.1,0.001,1.0,1.0,True,6
0.783,0.688,0.233,0.731,0.354,0.318,0.269,1.419,64,1.1,0.001,2.0,1.0,True,6
0.888,0.832,0.39,0.774,0.519,0.16,0.226,1.419,64,1.1,0.003,0.5,1.0,True,6
0.889,0.828,0.386,0.791,0.519,0.167,0.209,1.419,64,1.1,0.003,1.0,1.0,True,6
0.886,0.844,0.409,0.759,0.532,0.145,0.241,1.419,64,1.1,0.003,2.0,1.0,True,6
0.891,0.822,0.378,0.8,0.513,0.175,0.2,1.419,64,1.1,0.005,0.5,1.0,True,6
0.866,0.812,0.359,0.771,0.49,0.183,0.229,1.419,64,1.1,0.005,1.0,1.0,True,6
0.894,0.812,0.365,0.82,0.505,0.189,0.18,1.419,64,1.1,0.005,2.0,1.0,True,6
0.804,0.698,0.246,0.765,0.372,0.311,0.235,0.904,64,1.5,0.001,0.5,1.0,True,6
0.798,0.699,0.242,0.737,0.364,0.306,0.263,0.904,64,1.5,0.001,1.0,1.0,True,6
0.802,0.7,0.244,0.746,0.368,0.306,0.254,0.904,64,1.5,0.001,2.0,1.0,True,6
0.882,0.806,0.356,0.805,0.493,0.193,0.195,0.904,64,1.5,0.003,0.5,1.0,True,6
0.887,0.84,0.402,0.75,0.523,0.148,0.25,0.904,64,1.5,0.003,1.0,1.0,True,6
0.886,0.833,0.391,0.765,0.517,0.158,0.235,0.904,64,1.5,0.003,2.0,1.0,True,6
0.891,0.806,0.357,0.823,0.498,0.196,0.177,0.904,64,1.5,0.005,0.5,1.0,True,6
0.872,0.78,0.325,0.816,0.464,0.225,0.184,0.904,64,1.5,0.005,1.0,1.0,True,6
0.892,0.818,0.371,0.802,0.508,0.18,0.198,0.904,64,1.5,0.005,2.0,1.0,True,6
0.8,0.697,0.243,0.752,0.368,0.31,0.248,0.638,64,2.0,0.001,0.5,1.0,True,6
0.789,0.682,0.23,0.732,0.35,0.324,0.268,0.638,64,2.0,0.001,1.0,1.0,True,6
0.796,0.694,0.24,0.745,0.363,0.313,0.255,0.638,64,2.0,0.001,2.0,1.0,True,6
0.886,0.831,0.39,0.78,0.52,0.162,0.22,0.638,64,2.0,0.003,0.5,1.0,True,6
0.888,0.827,0.383,0.78,0.514,0.166,0.22,0.638,64,2.0,0.003,1.0,1.0,True,6
0.886,0.827,0.384,0.785,0.516,0.167,0.215,0.638,64,2.0,0.003,2.0,1.0,True,6
0.891,0.823,0.379,0.798,0.514,0.173,0.202,0.638,64,2.0,0.005,0.5,1.0,True,6
0.89,0.808,0.359,0.812,0.498,0.192,0.188,0.638,64,2.0,0.005,1.0,1.0,True,6
0.891,0.823,0.379,0.797,0.513,0.173,0.203,0.638,64,2.0,0.005,2.0,1.0,True,6
0.759,0.646,0.211,0.737,0.328,0.366,0.263,3.813,128,0.8,0.001,0.5,1.0,True,6
0.759,0.649,0.212,0.735,0.329,0.363,0.265,3.813,128,0.8,0.001,1.0,1.0,True,6
0.759,0.668,0.22,0.722,0.337,0.34,0.278,3.813,128,0.8,0.001,2.0,1.0,True,6
0.838,0.751,0.289,0.77,0.42,0.251,0.23,3.813,128,0.8,0.003,0.5,1.0,True,6
0.838,0.758,0.295,0.769,0.426,0.244,0.231,3.813,128,0.8,0.003,1.0,1.0,True,6
0.852,0.788,0.327,0.768,0.459,0.209,0.232,3.813,128,0.8,0.003,2.0,1.0,True,6
0.864,0.796,0.338,0.775,0.471,0.201,0.225,3.813,128,0.8,0.005,0.5,1.0,True,6
0.878,0.826,0.38,0.772,0.51,0.167,0.228,3.813,128,0.8,0.005,1.0,1.0,True,6
0.88,0.82,0.372,0.782,0.504,0.175,0.218,3.813,128,0.8,0.005,2.0,1.0,True,6
0.748,0.646,0.207,0.716,0.321,0.364,0.284,2.013,128,1.1,0.001,0.5,1.0,True,6
0.76,0.661,0.218,0.732,0.336,0.348,0.268,2.013,128,1.1,0.001,1.0,1.0,True,6
0.756,0.647,0.212,0.743,0.33,0.365,0.257,2.013,128,1.1,0.001,2.0,1.0,True,6
0.825,0.73,0.269,0.766,0.398,0.275,0.234,2.013,128,1.1,0.003,0.5,1.0,True,6
0.835,0.737,0.277,0.774,0.408,0.268,0.226,2.013,128,1.1,0.003,1.0,1.0,True,6
0.812,0.715,0.255,0.747,0.38,0.29,0.253,2.013,128,1.1,0.003,2.0,1.0,True,6
0.881,0.831,0.387,0.769,0.515,0.161,0.231,2.013,128,1.1,0.005,0.5,1.0,True,6
0.88,0.824,0.377,0.771,0.506,0.169,0.229,2.013,128,1.1,0.005,1.0,1.0,True,6
0.879,0.832,0.389,0.755,0.513,0.157,0.245,2.013,128,1.1,0.005,2.0,1.0,True,6
0.759,0.657,0.216,0.735,0.334,0.354,0.265,1.293,128,1.5,0.001,0.5,1.0,True,6
0.751,0.652,0.21,0.715,0.325,0.356,0.285,1.293,128,1.5,0.001,1.0,1.0,True,6
0.755,0.655,0.214,0.728,0.33,0.355,0.272,1.293,128,1.5,0.001,2.0,1.0,True,6
0.826,0.75,0.284,0.747,0.411,0.25,0.253,1.293,128,1.5,0.003,0.5,1.0,True,6
0.842,0.75,0.289,0.781,0.422,0.254,0.219,1.293,128,1.5,0.003,1.0,1.0,True,6
0.827,0.735,0.272,0.757,0.4,0.268,0.243,1.293,128,1.5,0.003,2.0,1.0,True,6
0.879,0.817,0.367,0.784,0.5,0.179,0.216,1.293,128,1.5,0.005,0.5,1.0,True,6
0.864,0.789,0.331,0.787,0.466,0.211,0.213,1.293,128,1.5,0.005,1.0,1.0,True,6
0.882,0.812,0.363,0.802,0.5,0.186,0.198,1.293,128,1.5,0.005,2.0,1.0,True,6
0.75,0.662,0.212,0.698,0.326,0.343,0.302,0.91,128,2.0,0.001,0.5,1.0,True,6
0.755,0.64,0.208,0.739,0.324,0.373,0.261,0.91,128,2.0,0.001,1.0,1.0,True,6
0.756,0.65,0.21,0.721,0.325,0.36,0.279,0.91,128,2.0,0.001,2.0,1.0,True,6
0.834,0.738,0.277,0.774,0.408,0.267,0.226,0.91,128,2.0,0.003,0.5,1.0,True,6
0.83,0.74,0.278,0.766,0.408,0.263,0.234,0.91,128,2.0,0.003,1.0,1.0,True,6
0.823,0.742,0.276,0.746,0.403,0.259,0.254,0.91,128,2.0,0.003,2.0,1.0,True,6
0.869,0.817,0.365,0.76,0.493,0.175,0.24,0.91,128,2.0,0.005,0.5,1.0,True,6
0.875,0.83,0.384,0.748,0.507,0.159,0.252,0.91,128,2.0,0.005,1.0,1.0,True,6
0.881,0.802,0.35,0.811,0.489,0.199,0.189,0.91,128,2.0,0.005,2.0,1.0,True,6
0.9,0.825,0.385,0.828,0.525,0.175,0.172,inf,16,0.0,0.001,0.0,0.5,False,6
0.898,0.823,0.382,0.831,0.523,0.178,0.169,inf,16,0.0,0.003,0.0,0.5,False,6
0.894,0.816,0.373,0.836,0.516,0.186,0.164,inf,16,0.0,0.005,0.0,0.5,False,6
0.899,0.833,0.398,0.827,0.537,0.166,0.173,inf,32,0.0,0.001,0.0,0.5,False,6
0.901,0.835,0.399,0.802,0.533,0.16,0.198,inf,32,0.0,0.003,0.0,0.5,False,6
0.899,0.831,0.392,0.806,0.528,0.165,0.194,inf,32,0.0,0.005,0.0,0.5,False,6
0.898,0.829,0.39,0.819,0.528,0.17,0.181,inf,64,0.0,0.001,0.0,0.5,False,6
0.9,0.824,0.383,0.822,0.522,0.176,0.178,inf,64,0.0,0.003,0.0,0.5,False,6
0.895,0.825,0.385,0.823,0.525,0.174,0.177,inf,64,0.0,0.005,0.0,0.5,False,6
0.898,0.83,0.389,0.798,0.523,0.166,0.202,inf,128,0.0,0.001,0.0,0.5,False,6
0.897,0.833,0.398,0.827,0.537,0.166,0.173,inf,128,0.0,0.003,0.0,0.5,False,6
0.898,0.834,0.396,0.802,0.53,0.162,0.198,inf,128,0.0,0.005,0.0,0.5,False,6
0.863,0.799,0.342,0.778,0.475,0.198,0.222,2.114,16,0.8,0.001,0.5,0.5,True,6
0.869,0.777,0.322,0.818,0.462,0.229,0.182,2.114,16,0.8,0.001,1.0,0.5,True,6
0.855,0.766,0.307,0.795,0.443,0.238,0.205,2.114,16,0.8,0.001,2.0,0.5,True,6
0.889,0.83,0.387,0.776,0.517,0.163,0.224,2.114,16,0.8,0.003,0.5,0.5,True,6
0.888,0.817,0.369,0.8,0.505,0.181,0.2,2.114,16,0.8,0.003,1.0,0.5,True,6
0.893,0.824,0.38,0.793,0.514,0.171,0.207,2.114,16,0.8,0.003,2.0,0.5,True,6
0.886,0.818,0.37,0.793,0.505,0.179,0.207,2.114,16,0.8,0.005,0.5,0.5,True,6
0.853,0.799,0.339,0.755,0.468,0.195,0.245,2.114,16,0.8,0.005,1.0,0.5,True,6
0.899,0.775,0.329,0.886,0.48,0.239,0.114,2.114,16,0.8,0.005,2.0,0.5,True,6
0.872,0.791,0.336,0.802,0.474,0.21,0.198,1.058,16,1.1,0.001,0.5,0.5,True,6
0.866,0.79,0.333,0.787,0.468,0.209,0.213,1.058,16,1.1,0.001,1.0,0.5,True,6
0.868,0.781,0.324,0.806,0.463,0.222,0.194,1.058,16,1.1,0.001,2.0,0.5,True,6
0.88,0.779,0.327,0.841,0.471,0.23,0.159,1.058,16,1.1,0.003,0.5,0.5,True,6
0.887,0.821,0.375,0.795,0.51,0.175,0.205,1.058,16,1.1,0.003,1.0,0.5,True,6
0.881,0.774,0.323,0.847,0.468,0.235,0.153,1.058,16,1.1,0.003,2.0,0.5,True,6
0.852,0.734,0.28,0.808,0.416,0.275,0.192,1.058,16,1.1,0.005,0.5,0.5,True,6
0.899,0.782,0.335,0.871,0.484,0.23,0.129,1.058,16,1.1,0.005,1.0,0.5,True,6
0.887,0.79,0.34,0.84,0.484,0.216,0.16,1.058,16,1.1,0.005,2.0,0.5,True,6
0.867,0.782,0.326,0.805,0.464,0.221,0.195,0.643,16,1.5,0.001,0.5,0.5,True,6
0.867,0.778,0.323,0.816,0.463,0.227,0.184,0.643,16,1.5,0.001,1.0,0.5,True,6
0.872,0.789,0.335,0.812,0.474,0.214,0.188,0.643,16,1.5,0.001,2.0,0.5,True,6
0.876,0.841,0.402,0.738,0.52,0.146,0.262,0.643,16,1.5,0.003,0.5,0.5,True,6
0.876,0.832,0.387,0.749,0.51,0.157,0.251,0.643,16,1.5,0.003,1.0,0.5,True,6
0.889,0.84,0.404,0.769,0.529,0.151,0.231,0.643,16,1.5,0.003,2.0,0.5,True,6
0.865,0.83,0.382,0.73,0.501,0.157,0.27,0.643,16,1.5,0.005,0.5,0.5,True,6
0.873,0.846,0.408,0.704,0.517,0.135,0.296,0.643,16,1.5,0.005,1.0,0.5,True,6
0.884,0.841,0.402,0.733,0.52,0.144,0.267,0.643,16,1.5,0.005,2.0,0.5,True,6
0.864,0.783,0.325,0.793,0.461,0.218,0.207,0.449,16,2.0,0.001,0.5,0.5,True,6
0.86,0.811,0.355,0.748,0.481,0.18,0.252,0.449,16,2.0,0.001,1.0,0.5,True,6
0.861,0.777,0.32,0.805,0.458,0.227,0.195,0.449,16,2.0,0.001,2.0,0.5,True,6
0.875,0.826,0.379,0.763,0.506,0.166,0.237,0.449,16,2.0,0.003,0.5,0.5,True,6
0.897,0.793,0.346,0.861,0.493,0.216,0.139,0.449,16,2.0,0.003,1.0,0.5,True,6
0.89,0.802,0.353,0.823,0.494,0.2,0.177,0.449,16,2.0,0.003,2.0,0.5,True,6
0.885,0.839,0.399,0.747,0.52,0.149,0.253,0.449,16,2.0,0.005,0.5,0.5,True,6
0.894,0.836,0.398,0.786,0.528,0.158,0.214,0.449,16,2.0,0.005,1.0,0.5,True,6
0.886,0.835,0.395,0.765,0.521,0.155,0.235,0.449,16,2.0,0.005,2.0,0.5,True,6
0.786,0.709,0.245,0.714,0.365,0.292,0.286,2.763,32,0.8,0.001,0.5,0.5,True,6
0.78,0.696,0.234,0.703,0.351,0.305,0.297,2.763,32,0.8,0.001,1.0,0.5,True,6
0.805,0.731,0.263,0.721,0.386,0.268,0.279,2.763,32,0.8,0.001,2.0,0.5,True,6
0.884,0.801,0.351,0.823,0.492,0.202,0.177,2.763,32,0.8,0.003,0.5,0.5,True,6
0.886,0.792,0.343,0.848,0.489,0.215,0.152,2.763,32,0.8,0.003,1.0,0.5,True,6
0.889,0.81,0.362,0.813,0.501,0.19,0.187,2.763,32,0.8,0.003,2.0,0.5,True,6
0.894,0.851,0.421,0.741,0.537,0.135,0.259,2.763,32,0.8,0.005,0.5,0.5,True,6
0.887,0.839,0.4,0.76,0.524,0.151,0.24,2.763,32,0.8,0.005,1.0,0.5,True,6
0.877,0.808,0.356,0.791,0.491,0.189,0.209,2.763,32,0.8,0.005,2.0,0.5,True,6
0.793,0.709,0.246,0.722,0.367,0.293,0.278,1.419,32,1.1,0.001,0.5,0.5,True,6
0.79,0.728,0.256,0.696,0.374,0.268,0.304,1.419,32,1.1,0.001,1.0,0.5,True,6
0.789,0.714,0.248,0.713,0.368,0.286,0.287,1.419,32,1.1,0.001,2.0,0.5,True,6
0.887,0.82,0.374,0.796,0.509,0.176,0.204,1.419,32,1.1,0.003,0.5,0.5,True,6
0.89,0.794,0.345,0.849,0.491,0.214,0.151,1.419,32,1.1,0.003,1.0,0.5,True,6
0.887,0.792,0.341,0.835,0.484,0.214,0.165,1.419,32,1.1,0.003,2.0,0.5,True,6
0.892,0.83,0.388,0.784,0.519,0.164,0.216,1.419,32,1.1,0.005,0.5,0.5,True,6
0.888,0.809,0.359,0.809,0.497,0.191,0.191,1.419,32,1.1,0.005,1.0,0.5,True,6
0.886,0.806,0.356,0.812,0.495,0.194,0.188,1.419,32,1.1,0.005,2.0,0.5,True,6
0.786,0.712,0.246,0.706,0.365,0.287,0.294,0.904,32,1.5,0.001,0.5,0.5,True,6
0.801,0.733,0.265,0.723,0.388,0.266,0.277,0.904,32,1.5,0.001,1.0,0.5,True,6
0.785,0.708,0.245,0.72,0.366,0.294,0.28,0.904,32,1.5,0.001,2.0,0.5,True,6
0.888,0.829,0.387,0.784,0.518,0.165,0.216,0.904,32,1.5,0.003,0.5,0.5,True,6
0.888,0.815,0.368,0.814,0.507,0.185,0.186,0.904,32,1.5,0.003,1.0,0.5,True,6
0.89,0.807,0.359,0.827,0.5,0.196,0.173,0.904,32,1.5,0.003,2.0,0.5,True,6
0.893,0.843,0.41,0.771,0.535,0.147,0.229,0.904,32,1.5,0.005,0.5,0.5,True,6
0.871,0.839,0.398,0.728,0.514,0.146,0.272,0.904,32,1.5,0.005,1.0,0.5,True,6
0.892,0.845,0.412,0.756,0.533,0.143,0.244,0.904,32,1.5,0.005,2.0,0.5,True,6
0.798,0.732,0.264,0.72,0.386,0.266,0.28,0.638,32,2.0,0.001,0.5,0.5,True,6
0.782,0.705,0.241,0.712,0.36,0.296,0.288,0.638,32,2.0,0.001,1.0,0.5,True,6
0.782,0.7,0.236,0.7,0.353,0.301,0.3,0.638,32,2.0,0.001,2.0,0.5,True,6
0.888,0.785,0.334,0.848,0.48,0.224,0.152,0.638,32,2.0,0.003,0.5,0.5,True,6
0.886,0.823,0.377,0.795,0.512,0.174,0.205,0.638,32,2.0,0.003,1.0,0.5,True,6
0.887,0.798,0.348,0.834,0.492,0.207,0.166,0.638,32,2.0,0.003,2.0,0.5,True,6
0.894,0.828,0.385,0.789,0.518,0.167,0.211,0.638,32,2.0,0.005,0.5,0.5,True,6
0.891,0.817,0.37,0.806,0.507,0.182,0.194,0.638,32,2.0,0.005,1.0,0.5,True,6
0.882,0.828,0.384,0.769,0.512,0.164,0.231,0.638,32,2.0,0.005,2.0,0.5,True,6
0.769,0.668,0.222,0.733,0.341,0.34,0.267,3.813,64,0.8,0.001,0.5,0.5,True,6
0.753,0.655,0.21,0.707,0.324,0.351,0.293,3.813,64,0.8,0.001,1.0,0.5,True,6
0.751,0.661,0.214,0.711,0.329,0.346,0.289,3.813,64,0.8,0.001,2.0,0.5,True,6
0.852,0.781,0.319,0.765,0.45,0.216,0.235,3.813,64,0.8,0.003,0.5,0.5,True,6
0.84,0.746,0.286,0.782,0.419,0.259,0.218,3.813,64,0.8,0.003,1.0,0.5,True,6
0.814,0.762,0.289,0.706,0.41,0.23,0.294,3.813,64,0.8,0.003,2.0,0.5,True,6
0.88,0.764,0.313,0.853,0.458,0.248,0.147,3.813,64,0.8,0.005,0.5,0.5,True,6
0.882,0.798,0.346,0.818,0.487,0.204,0.182,3.813,64,0.8,0.005,1.0,0.5,True,6
0.868,0.821,0.369,0.753,0.496,0.17,0.247,3.813,64,0.8,0.005,2.0,0.5,True,6
0.75,0.655,0.211,0.712,0.326,0.352,0.288,2.013,64,1.1,0.001,0.5,0.5,True,6
0.758,0.649,0.211,0.727,0.326,0.361,0.273,2.013,64,1.1,0.001,1.0,0.5,True,6
0.753,0.663,0.215,0.709,0.33,0.343,0.291,2.013,64,1.1,0.001,2.0,0.5,True,6
0.857,0.806,0.348,0.756,0.477,0.188,0.244,2.013,64,1.1,0.003,0.5,0.5,True,6
0.83,0.788,0.316,0.701,0.436,0.201,0.299,2.013,64,1.1,0.003,1.0,0.5,True,6
0.819,0.756,0.285,0.72,0.408,0.239,0.28,2.013,64,1.1,0.003,2.0,0.5,True,6
0.873,0.801,0.346,0.793,0.482,0.198,0.207,2.013,64,1.1,0.005,0.5,0.5,True,6
0.878,0.751,0.303,0.869,0.449,0.265,0.131,2.013,64,1.1,0.005,1.0,0.5,True,6
0.873,0.807,0.355,0.792,0.49,0.191,0.208,2.013,64,1.1,0.005,2.0,0.5,True,6
0.754,0.667,0.217,0.71,0.333,0.339,0.29,1.293,64,1.5,0.001,0.5,0.5,True,6
0.755,0.649,0.208,0.711,0.322,0.359,0.289,1.293,64,1.5,0.001,1.0,0.5,True,6
