ROC AUC,Accuracy,Precision,Recall,F1 Score,Type I Error,Type II Error,Epsilon,Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio,DP Enabled,Run
0.765,0.661,0.216,0.723,0.333,0.347,0.277,1.293,64,1.5,0.001,2.0,0.5,True,6
0.837,0.804,0.337,0.698,0.455,0.182,0.302,1.293,64,1.5,0.003,0.5,0.5,True,6
0.831,0.801,0.333,0.696,0.45,0.185,0.304,1.293,64,1.5,0.003,1.0,0.5,True,6
0.797,0.755,0.276,0.677,0.392,0.235,0.323,1.293,64,1.5,0.003,2.0,0.5,True,6
0.876,0.716,0.276,0.882,0.421,0.306,0.118,1.293,64,1.5,0.005,0.5,0.5,True,6
0.875,0.807,0.355,0.79,0.49,0.19,0.21,1.293,64,1.5,0.005,1.0,0.5,True,6
0.882,0.785,0.333,0.836,0.476,0.222,0.164,1.293,64,1.5,0.005,2.0,0.5,True,6
0.752,0.655,0.212,0.719,0.328,0.354,0.281,0.91,64,2.0,0.001,0.5,0.5,True,6
0.766,0.663,0.219,0.732,0.337,0.346,0.268,0.91,64,2.0,0.001,1.0,0.5,True,6
0.76,0.658,0.215,0.726,0.332,0.351,0.274,0.91,64,2.0,0.001,2.0,0.5,True,6
0.843,0.764,0.302,0.776,0.434,0.238,0.224,0.91,64,2.0,0.003,0.5,0.5,True,6
0.842,0.765,0.303,0.779,0.437,0.237,0.221,0.91,64,2.0,0.003,1.0,0.5,True,6
0.821,0.767,0.295,0.709,0.416,0.225,0.291,0.91,64,2.0,0.003,2.0,0.5,True,6
0.875,0.823,0.375,0.766,0.503,0.169,0.234,0.91,64,2.0,0.005,0.5,0.5,True,6
0.879,0.756,0.306,0.855,0.45,0.257,0.145,0.91,64,2.0,0.005,1.0,0.5,True,6
0.877,0.708,0.271,0.886,0.415,0.316,0.114,0.91,64,2.0,0.005,2.0,0.5,True,6
0.721,0.656,0.202,0.659,0.309,0.345,0.341,5.525,128,0.8,0.001,0.5,0.5,True,6
0.745,0.653,0.209,0.705,0.323,0.353,0.295,5.525,128,0.8,0.001,1.0,0.5,True,6
0.734,0.641,0.201,0.693,0.311,0.366,0.307,5.525,128,0.8,0.001,2.0,0.5,True,6
0.767,0.704,0.235,0.677,0.348,0.293,0.323,5.525,128,0.8,0.003,0.5,0.5,True,6
0.762,0.685,0.228,0.711,0.345,0.319,0.289,5.525,128,0.8,0.003,1.0,0.5,True,6
0.759,0.681,0.222,0.693,0.337,0.321,0.307,5.525,128,0.8,0.003,2.0,0.5,True,6
0.809,0.787,0.31,0.667,0.423,0.197,0.333,5.525,128,0.8,0.005,0.5,0.5,True,6
0.824,0.769,0.297,0.715,0.419,0.224,0.285,5.525,128,0.8,0.005,1.0,0.5,True,6
0.815,0.766,0.292,0.701,0.413,0.225,0.299,5.525,128,0.8,0.005,2.0,0.5,True,6
0.724,0.663,0.207,0.666,0.316,0.337,0.334,2.918,128,1.1,0.001,0.5,0.5,True,6
0.72,0.654,0.199,0.646,0.304,0.345,0.354,2.918,128,1.1,0.001,1.0,0.5,True,6
0.73,0.651,0.203,0.68,0.313,0.353,0.32,2.918,128,1.1,0.001,2.0,0.5,True,6
0.774,0.692,0.233,0.71,0.351,0.31,0.29,2.918,128,1.1,0.003,0.5,0.5,True,6
0.759,0.684,0.223,0.688,0.337,0.317,0.312,2.918,128,1.1,0.003,1.0,0.5,True,6
0.767,0.671,0.22,0.71,0.336,0.334,0.29,2.918,128,1.1,0.003,2.0,0.5,True,6
0.792,0.737,0.263,0.692,0.381,0.257,0.308,2.918,128,1.1,0.005,0.5,0.5,True,6
0.808,0.776,0.298,0.678,0.414,0.211,0.322,2.918,128,1.1,0.005,1.0,0.5,True,6
0.819,0.758,0.286,0.717,0.409,0.237,0.283,2.918,128,1.1,0.005,2.0,0.5,True,6
0.744,0.665,0.213,0.693,0.326,0.339,0.307,1.86,128,1.5,0.001,0.5,0.5,True,6
0.728,0.655,0.202,0.661,0.309,0.346,0.339,1.86,128,1.5,0.001,1.0,0.5,True,6
0.722,0.64,0.201,0.696,0.312,0.367,0.304,1.86,128,1.5,0.001,2.0,0.5,True,6
0.767,0.692,0.229,0.691,0.344,0.308,0.309,1.86,128,1.5,0.003,0.5,0.5,True,6
0.769,0.68,0.226,0.716,0.343,0.325,0.284,1.86,128,1.5,0.003,1.0,0.5,True,6
0.78,0.699,0.237,0.709,0.355,0.303,0.291,1.86,128,1.5,0.003,2.0,0.5,True,6
0.799,0.748,0.273,0.695,0.392,0.245,0.305,1.86,128,1.5,0.005,0.5,0.5,True,6
0.817,0.771,0.299,0.712,0.421,0.221,0.288,1.86,128,1.5,0.005,1.0,0.5,True,6
0.798,0.764,0.284,0.667,0.399,0.223,0.333,1.86,128,1.5,0.005,2.0,0.5,True,6
0.726,0.637,0.2,0.701,0.311,0.372,0.299,1.302,128,2.0,0.001,0.5,0.5,True,6
0.73,0.638,0.198,0.686,0.307,0.368,0.314,1.302,128,2.0,0.001,1.0,0.5,True,6
0.737,0.637,0.202,0.716,0.315,0.374,0.284,1.302,128,2.0,0.001,2.0,0.5,True,6
0.77,0.695,0.233,0.7,0.35,0.305,0.3,1.302,128,2.0,0.003,0.5,0.5,True,6
0.758,0.691,0.226,0.677,0.339,0.307,0.323,1.302,128,2.0,0.003,1.0,0.5,True,6
0.766,0.687,0.227,0.697,0.342,0.314,0.303,1.302,128,2.0,0.003,2.0,0.5,True,6
0.801,0.75,0.275,0.694,0.394,0.242,0.306,1.302,128,2.0,0.005,0.5,0.5,True,6
0.816,0.773,0.299,0.698,0.419,0.217,0.302,1.302,128,2.0,0.005,1.0,0.5,True,6
0.811,0.774,0.299,0.691,0.417,0.215,0.309,1.302,128,2.0,0.005,2.0,0.5,True,6
0.888,0.822,0.377,0.802,0.513,0.175,0.198,inf,16,0.0,0.001,0.0,0.1,False,6
0.884,0.808,0.359,0.816,0.499,0.193,0.184,inf,16,0.0,0.003,0.0,0.1,False,6
0.891,0.818,0.373,0.821,0.513,0.183,0.179,inf,16,0.0,0.005,0.0,0.1,False,6
0.887,0.815,0.367,0.803,0.504,0.184,0.197,inf,32,0.0,0.001,0.0,0.1,False,6
0.891,0.823,0.379,0.796,0.513,0.173,0.204,inf,32,0.0,0.003,0.0,0.1,False,6
0.892,0.819,0.373,0.807,0.51,0.18,0.193,inf,32,0.0,0.005,0.0,0.1,False,6
0.889,0.805,0.356,0.825,0.498,0.197,0.175,inf,64,0.0,0.001,0.0,0.1,False,6
0.885,0.833,0.393,0.784,0.524,0.16,0.216,inf,64,0.0,0.003,0.0,0.1,False,6
0.888,0.805,0.355,0.819,0.495,0.197,0.181,inf,64,0.0,0.005,0.0,0.1,False,6
0.886,0.816,0.37,0.812,0.508,0.183,0.188,inf,128,0.0,0.001,0.0,0.1,False,6
0.886,0.805,0.355,0.816,0.495,0.196,0.184,inf,128,0.0,0.003,0.0,0.1,False,6
0.885,0.784,0.334,0.849,0.479,0.225,0.151,inf,128,0.0,0.005,0.0,0.1,False,6
0.751,0.65,0.21,0.722,0.325,0.36,0.278,4.277,16,0.8,0.001,0.5,0.1,True,6
0.764,0.641,0.21,0.749,0.328,0.373,0.251,4.277,16,0.8,0.001,1.0,0.1,True,6
0.747,0.642,0.205,0.714,0.318,0.367,0.286,4.277,16,0.8,0.001,2.0,0.1,True,6
0.798,0.671,0.23,0.774,0.355,0.343,0.226,4.277,16,0.8,0.003,0.5,0.1,True,6
0.794,0.653,0.221,0.783,0.345,0.365,0.217,4.277,16,0.8,0.003,1.0,0.1,True,6
0.807,0.664,0.229,0.791,0.355,0.353,0.209,4.277,16,0.8,0.003,2.0,0.1,True,6
0.79,0.678,0.232,0.756,0.355,0.332,0.244,4.277,16,0.8,0.005,0.5,0.1,True,6
0.81,0.68,0.239,0.793,0.367,0.335,0.207,4.277,16,0.8,0.005,1.0,0.1,True,6
0.798,0.646,0.22,0.8,0.346,0.375,0.2,4.277,16,0.8,0.005,2.0,0.1,True,6
0.748,0.647,0.207,0.715,0.321,0.362,0.285,2.266,16,1.1,0.001,0.5,0.1,True,6
0.765,0.658,0.217,0.734,0.335,0.352,0.266,2.266,16,1.1,0.001,1.0,0.1,True,6
0.739,0.646,0.207,0.713,0.32,0.363,0.287,2.266,16,1.1,0.001,2.0,0.1,True,6
0.805,0.7,0.245,0.752,0.37,0.306,0.248,2.266,16,1.1,0.003,0.5,0.1,True,6
0.81,0.684,0.24,0.784,0.367,0.329,0.216,2.266,16,1.1,0.003,1.0,0.1,True,6
0.818,0.71,0.256,0.776,0.385,0.299,0.224,2.266,16,1.1,0.003,2.0,0.1,True,6
0.776,0.66,0.22,0.752,0.341,0.353,0.248,2.266,16,1.1,0.005,0.5,0.1,True,6
0.81,0.691,0.243,0.778,0.371,0.32,0.222,2.266,16,1.1,0.005,1.0,0.1,True,6
0.859,0.834,0.385,0.698,0.497,0.148,0.302,2.266,16,1.1,0.005,2.0,0.1,True,6
0.757,0.657,0.213,0.721,0.329,0.352,0.279,1.453,16,1.5,0.001,0.5,0.1,True,6
0.743,0.652,0.206,0.69,0.317,0.353,0.31,1.453,16,1.5,0.001,1.0,0.1,True,6
0.761,0.652,0.214,0.737,0.331,0.36,0.263,1.453,16,1.5,0.001,2.0,0.1,True,6
0.812,0.74,0.271,0.723,0.394,0.258,0.277,1.453,16,1.5,0.003,0.5,0.1,True,6
0.799,0.672,0.23,0.769,0.355,0.34,0.231,1.453,16,1.5,0.003,1.0,0.1,True,6
0.797,0.676,0.232,0.767,0.356,0.337,0.233,1.453,16,1.5,0.003,2.0,0.1,True,6
0.796,0.659,0.225,0.782,0.349,0.357,0.218,1.453,16,1.5,0.005,0.5,0.1,True,6
0.797,0.635,0.214,0.795,0.337,0.387,0.205,1.453,16,1.5,0.005,1.0,0.1,True,6
0.802,0.655,0.224,0.79,0.349,0.363,0.21,1.453,16,1.5,0.005,2.0,0.1,True,6
0.76,0.653,0.214,0.735,0.332,0.358,0.265,1.021,16,2.0,0.001,0.5,0.1,True,6
0.747,0.645,0.206,0.711,0.319,0.363,0.289,1.021,16,2.0,0.001,1.0,0.1,True,6
0.749,0.657,0.213,0.719,0.329,0.352,0.281,1.021,16,2.0,0.001,2.0,0.1,True,6
0.817,0.734,0.269,0.74,0.394,0.267,0.26,1.021,16,2.0,0.003,0.5,0.1,True,6
0.798,0.686,0.237,0.755,0.36,0.323,0.245,1.021,16,2.0,0.003,1.0,0.1,True,6
0.813,0.783,0.306,0.678,0.422,0.204,0.322,1.021,16,2.0,0.003,2.0,0.1,True,6
0.793,0.671,0.23,0.771,0.354,0.343,0.229,1.021,16,2.0,0.005,0.5,0.1,True,6
0.807,0.702,0.246,0.75,0.371,0.304,0.25,1.021,16,2.0,0.005,1.0,0.1,True,6
0.848,0.847,0.401,0.631,0.491,0.125,0.369,1.021,16,2.0,0.005,2.0,0.1,True,6
0.729,0.651,0.202,0.674,0.311,0.352,0.326,6.253,32,0.8,0.001,0.5,0.1,True,6
0.708,0.611,0.186,0.689,0.293,0.4,0.311,6.253,32,0.8,0.001,1.0,0.1,True,6
0.709,0.633,0.187,0.636,0.288,0.368,0.364,6.253,32,0.8,0.001,2.0,0.1,True,6
0.755,0.641,0.208,0.739,0.325,0.372,0.261,6.253,32,0.8,0.003,0.5,0.1,True,6
0.77,0.617,0.204,0.78,0.323,0.404,0.22,6.253,32,0.8,0.003,1.0,0.1,True,6
0.77,0.65,0.215,0.753,0.335,0.363,0.247,6.253,32,0.8,0.003,2.0,0.1,True,6
0.781,0.592,0.197,0.812,0.318,0.437,0.188,6.253,32,0.8,0.005,0.5,0.1,True,6
0.785,0.621,0.208,0.794,0.329,0.401,0.206,6.253,32,0.8,0.005,1.0,0.1,True,6
0.784,0.624,0.21,0.801,0.333,0.399,0.199,6.253,32,0.8,0.005,2.0,0.1,True,6
0.739,0.617,0.198,0.743,0.312,0.4,0.257,3.296,32,1.1,0.001,0.5,0.1,True,6
0.72,0.609,0.188,0.704,0.297,0.404,0.296,3.296,32,1.1,0.001,1.0,0.1,True,6
0.718,0.634,0.198,0.696,0.308,0.374,0.304,3.296,32,1.1,0.001,2.0,0.1,True,6
0.762,0.602,0.195,0.77,0.312,0.42,0.23,3.296,32,1.1,0.003,0.5,0.1,True,6
0.772,0.632,0.209,0.767,0.328,0.385,0.233,3.296,32,1.1,0.003,1.0,0.1,True,6
0.772,0.638,0.212,0.772,0.333,0.38,0.228,3.296,32,1.1,0.003,2.0,0.1,True,6
0.781,0.604,0.203,0.812,0.324,0.424,0.188,3.296,32,1.1,0.005,0.5,0.1,True,6
0.797,0.592,0.203,0.85,0.327,0.443,0.15,3.296,32,1.1,0.005,1.0,0.1,True,6
0.777,0.598,0.201,0.817,0.322,0.431,0.183,3.296,32,1.1,0.005,2.0,0.1,True,6
0.713,0.635,0.195,0.676,0.303,0.37,0.324,2.093,32,1.5,0.001,0.5,0.1,True,6
0.723,0.625,0.192,0.691,0.301,0.384,0.309,2.093,32,1.5,0.001,1.0,0.1,True,6
0.72,0.624,0.193,0.696,0.302,0.386,0.304,2.093,32,1.5,0.001,2.0,0.1,True,6
0.752,0.616,0.2,0.759,0.317,0.402,0.241,2.093,32,1.5,0.003,0.5,0.1,True,6
0.754,0.645,0.21,0.734,0.326,0.367,0.266,2.093,32,1.5,0.003,1.0,0.1,True,6
0.761,0.647,0.214,0.753,0.333,0.368,0.247,2.093,32,1.5,0.003,2.0,0.1,True,6
0.788,0.602,0.203,0.822,0.326,0.428,0.178,2.093,32,1.5,0.005,0.5,0.1,True,6
0.787,0.606,0.204,0.817,0.327,0.422,0.183,2.093,32,1.5,0.005,1.0,0.1,True,6
0.778,0.606,0.203,0.806,0.324,0.42,0.194,2.093,32,1.5,0.005,2.0,0.1,True,6
0.712,0.63,0.188,0.648,0.291,0.372,0.352,1.462,32,2.0,0.001,0.5,0.1,True,6
0.723,0.656,0.204,0.668,0.312,0.346,0.332,1.462,32,2.0,0.001,1.0,0.1,True,6
0.722,0.651,0.204,0.681,0.314,0.353,0.319,1.462,32,2.0,0.001,2.0,0.1,True,6
0.759,0.629,0.205,0.756,0.323,0.387,0.244,1.462,32,2.0,0.003,0.5,0.1,True,6
0.767,0.626,0.205,0.763,0.323,0.392,0.237,1.462,32,2.0,0.003,1.0,0.1,True,6
0.76,0.637,0.207,0.743,0.324,0.377,0.257,1.462,32,2.0,0.003,2.0,0.1,True,6
0.785,0.594,0.199,0.819,0.32,0.436,0.181,1.462,32,2.0,0.005,0.5,0.1,True,6
0.774,0.655,0.216,0.739,0.334,0.356,0.261,1.462,32,2.0,0.005,1.0,0.1,True,6
0.78,0.61,0.203,0.794,0.323,0.414,0.206,1.462,32,2.0,0.005,2.0,0.1,True,6
0.696,0.589,0.172,0.659,0.273,0.42,0.341,9.233,64,0.8,0.001,0.5,0.1,True,6
0.688,0.573,0.175,0.711,0.281,0.445,0.289,9.233,64,0.8,0.001,1.0,0.1,True,6
0.694,0.613,0.181,0.655,0.284,0.392,0.345,9.233,64,0.8,0.001,2.0,0.1,True,6
0.732,0.654,0.207,0.694,0.319,0.352,0.306,9.233,64,0.8,0.003,0.5,0.1,True,6
0.73,0.621,0.195,0.716,0.307,0.391,0.284,9.233,64,0.8,0.003,1.0,0.1,True,6
0.733,0.649,0.201,0.675,0.31,0.354,0.325,9.233,64,0.8,0.003,2.0,0.1,True,6
0.765,0.643,0.211,0.747,0.329,0.371,0.253,9.233,64,0.8,0.005,0.5,0.1,True,6
0.758,0.647,0.211,0.734,0.328,0.364,0.266,9.233,64,0.8,0.005,1.0,0.1,True,6
0.764,0.642,0.21,0.746,0.328,0.371,0.254,9.233,64,0.8,0.005,2.0,0.1,True,6
0.685,0.622,0.182,0.638,0.283,0.38,0.362,4.839,64,1.1,0.001,0.5,0.1,True,6
0.7,0.606,0.186,0.698,0.293,0.406,0.302,4.839,64,1.1,0.001,1.0,0.1,True,6
0.685,0.615,0.177,0.629,0.277,0.387,0.371,4.839,64,1.1,0.001,2.0,0.1,True,6
0.743,0.643,0.203,0.702,0.315,0.365,0.298,4.839,64,1.1,0.003,0.5,0.1,True,6
0.75,0.638,0.206,0.735,0.322,0.375,0.265,4.839,64,1.1,0.003,1.0,0.1,True,6
0.741,0.641,0.206,0.725,0.321,0.37,0.275,4.839,64,1.1,0.003,2.0,0.1,True,6
0.763,0.625,0.205,0.765,0.323,0.393,0.235,4.839,64,1.1,0.005,0.5,0.1,True,6
0.764,0.62,0.201,0.757,0.318,0.398,0.243,4.839,64,1.1,0.005,1.0,0.1,True,6
0.763,0.637,0.208,0.751,0.326,0.378,0.249,4.839,64,1.1,0.005,2.0,0.1,True,6
0.693,0.617,0.181,0.643,0.282,0.386,0.357,3.035,64,1.5,0.001,0.5,0.1,True,6
0.702,0.619,0.184,0.659,0.288,0.386,0.341,3.035,64,1.5,0.001,1.0,0.1,True,6
0.698,0.605,0.186,0.703,0.294,0.408,0.297,3.035,64,1.5,0.001,2.0,0.1,True,6
0.742,0.648,0.206,0.705,0.319,0.36,0.295,3.035,64,1.5,0.003,0.5,0.1,True,6
0.73,0.628,0.197,0.708,0.308,0.382,0.292,3.035,64,1.5,0.003,1.0,0.1,True,6
0.728,0.627,0.198,0.715,0.31,0.384,0.285,3.035,64,1.5,0.003,2.0,0.1,True,6
0.759,0.629,0.205,0.757,0.323,0.388,0.243,3.035,64,1.5,0.005,0.5,0.1,True,6
0.752,0.651,0.21,0.718,0.325,0.358,0.282,3.035,64,1.5,0.005,1.0,0.1,True,6
0.754,0.632,0.203,0.735,0.319,0.382,0.265,3.035,64,1.5,0.005,2.0,0.1,True,6
0.71,0.613,0.187,0.688,0.294,0.397,0.312,2.105,64,2.0,0.001,0.5,0.1,True,6
0.69,0.619,0.182,0.647,0.285,0.385,0.353,2.105,64,2.0,0.001,1.0,0.1,True,6
0.711,0.622,0.194,0.708,0.305,0.39,0.292,2.105,64,2.0,0.001,2.0,0.1,True,6
0.733,0.634,0.2,0.706,0.311,0.375,0.294,2.105,64,2.0,0.003,0.5,0.1,True,6
0.751,0.645,0.209,0.732,0.325,0.366,0.268,2.105,64,2.0,0.003,1.0,0.1,True,6
0.744,0.638,0.206,0.734,0.322,0.375,0.266,2.105,64,2.0,0.003,2.0,0.1,True,6
0.748,0.632,0.202,0.728,0.316,0.381,0.272,2.105,64,2.0,0.005,0.5,0.1,True,6
0.741,0.648,0.207,0.71,0.321,0.36,0.29,2.105,64,2.0,0.005,1.0,0.1,True,6
0.746,0.636,0.205,0.734,0.32,0.377,0.266,2.105,64,2.0,0.005,2.0,0.1,True,6
0.681,0.584,0.173,0.675,0.275,0.428,0.325,13.785,128,0.8,0.001,0.5,0.1,True,6
0.668,0.538,0.165,0.727,0.269,0.488,0.273,13.785,128,0.8,0.001,1.0,0.1,True,6
0.687,0.602,0.182,0.69,0.288,0.41,0.31,13.785,128,0.8,0.001,2.0,0.1,True,6
0.706,0.635,0.189,0.645,0.292,0.366,0.355,13.785,128,0.8,0.003,0.5,0.1,True,6
0.692,0.595,0.174,0.656,0.275,0.413,0.344,13.785,128,0.8,0.003,1.0,0.1,True,6
0.726,0.601,0.193,0.756,0.307,0.419,0.244,13.785,128,0.8,0.003,2.0,0.1,True,6
0.732,0.62,0.194,0.713,0.305,0.392,0.287,13.785,128,0.8,0.005,0.5,0.1,True,6
0.745,0.618,0.197,0.736,0.311,0.398,0.264,13.785,128,0.8,0.005,1.0,0.1,True,6
0.73,0.624,0.197,0.719,0.309,0.389,0.281,13.785,128,0.8,0.005,2.0,0.1,True,6
0.671,0.577,0.172,0.687,0.276,0.437,0.313,7.17,128,1.1,0.001,0.5,0.1,True,6
0.652,0.523,0.158,0.713,0.259,0.502,0.287,7.17,128,1.1,0.001,1.0,0.1,True,6
0.671,0.578,0.169,0.666,0.27,0.433,0.334,7.17,128,1.1,0.001,2.0,0.1,True,6
0.713,0.629,0.196,0.698,0.306,0.38,0.302,7.17,128,1.1,0.003,0.5,0.1,True,6
0.69,0.588,0.179,0.705,0.286,0.427,0.295,7.17,128,1.1,0.003,1.0,0.1,True,6
0.718,0.587,0.183,0.73,0.292,0.432,0.27,7.17,128,1.1,0.003,2.0,0.1,True,6
0.727,0.619,0.197,0.734,0.311,0.396,0.266,7.17,128,1.1,0.005,0.5,0.1,True,6
0.736,0.638,0.203,0.716,0.316,0.373,0.284,7.17,128,1.1,0.005,1.0,0.1,True,6
0.737,0.634,0.2,0.706,0.311,0.375,0.294,7.17,128,1.1,0.005,2.0,0.1,True,6
0.683,0.579,0.176,0.705,0.282,0.438,0.295,4.446,128,1.5,0.001,0.5,0.1,True,6
0.681,0.534,0.161,0.707,0.262,0.489,0.293,4.446,128,1.5,0.001,1.0,0.1,True,6
0.67,0.502,0.162,0.784,0.269,0.535,0.216,4.446,128,1.5,0.001,2.0,0.1,True,6
0.708,0.635,0.193,0.664,0.299,0.369,0.336,4.446,128,1.5,0.003,0.5,0.1,True,6
0.699,0.6,0.18,0.681,0.285,0.411,0.319,4.446,128,1.5,0.003,1.0,0.1,True,6
0.711,0.601,0.181,0.685,0.287,0.411,0.315,4.446,128,1.5,0.003,2.0,0.1,True,6
0.727,0.636,0.199,0.698,0.31,0.372,0.302,4.446,128,1.5,0.005,0.5,0.1,True,6
0.747,0.648,0.207,0.711,0.321,0.36,0.289,4.446,128,1.5,0.005,1.0,0.1,True,6
0.727,0.647,0.2,0.67,0.308,0.356,0.33,4.446,128,1.5,0.005,2.0,0.1,True,6
0.657,0.527,0.16,0.719,0.262,0.499,0.281,3.051,128,2.0,0.001,0.5,0.1,True,6
0.67,0.548,0.164,0.697,0.265,0.471,0.303,3.051,128,2.0,0.001,1.0,0.1,True,6
0.675,0.429,0.15,0.834,0.255,0.624,0.166,3.051,128,2.0,0.001,2.0,0.1,True,6
0.722,0.625,0.192,0.685,0.3,0.383,0.315,3.051,128,2.0,0.003,0.5,0.1,True,6
0.71,0.638,0.197,0.682,0.306,0.368,0.318,3.051,128,2.0,0.003,1.0,0.1,True,6
0.698,0.596,0.181,0.696,0.287,0.417,0.304,3.051,128,2.0,0.003,2.0,0.1,True,6
0.733,0.61,0.194,0.738,0.307,0.408,0.262,3.051,128,2.0,0.005,0.5,0.1,True,6
0.73,0.63,0.199,0.716,0.311,0.382,0.284,3.051,128,2.0,0.005,1.0,0.1,True,6
0.727,0.616,0.194,0.721,0.305,0.398,0.279,3.051,128,2.0,0.005,2.0,0.1,True,6
0.881,0.821,0.373,0.78,0.505,0.173,0.22,inf,16,0.0,0.001,0.0,0.05,False,6
0.879,0.834,0.391,0.741,0.512,0.153,0.259,inf,16,0.0,0.003,0.0,0.05,False,6
0.876,0.787,0.332,0.812,0.471,0.216,0.188,inf,16,0.0,0.005,0.0,0.05,False,6
0.879,0.81,0.359,0.792,0.494,0.188,0.208,inf,32,0.0,0.001,0.0,0.05,False,6
0.878,0.806,0.354,0.805,0.492,0.194,0.195,inf,32,0.0,0.003,0.0,0.05,False,6
0.874,0.773,0.32,0.836,0.463,0.235,0.164,inf,32,0.0,0.005,0.0,0.05,False,6
0.874,0.826,0.378,0.754,0.503,0.165,0.246,inf,64,0.0,0.001,0.0,0.05,False,6
0.872,0.791,0.337,0.816,0.477,0.213,0.184,inf,64,0.0,0.003,0.0,0.05,False,6
0.869,0.803,0.349,0.786,0.483,0.194,0.214,inf,64,0.0,0.005,0.0,0.05,False,6
0.866,0.807,0.352,0.775,0.484,0.189,0.225,inf,128,0.0,0.001,0.0,0.05,False,6
0.871,0.804,0.351,0.801,0.488,0.196,0.199,inf,128,0.0,0.003,0.0,0.05,False,6
0.864,0.81,0.358,0.78,0.49,0.185,0.22,inf,128,0.0,0.005,0.0,0.05,False,6
0.731,0.691,0.219,0.637,0.326,0.302,0.363,6.253,16,0.8,0.001,0.5,0.05,True,6
0.734,0.673,0.21,0.652,0.318,0.324,0.348,6.253,16,0.8,0.001,1.0,0.05,True,6
0.736,0.67,0.211,0.661,0.319,0.328,0.339,6.253,16,0.8,0.001,2.0,0.05,True,6
0.763,0.698,0.234,0.698,0.351,0.302,0.302,6.253,16,0.8,0.003,0.5,0.05,True,6
0.763,0.698,0.236,0.706,0.354,0.303,0.294,6.253,16,0.8,0.003,1.0,0.05,True,6
0.745,0.715,0.235,0.639,0.344,0.275,0.361,6.253,16,0.8,0.003,2.0,0.05,True,6
0.774,0.72,0.246,0.674,0.36,0.274,0.326,6.253,16,0.8,0.005,0.5,0.05,True,6
0.786,0.679,0.23,0.742,0.351,0.33,0.258,6.253,16,0.8,0.005,1.0,0.05,True,6
0.799,0.73,0.263,0.724,0.386,0.269,0.276,6.253,16,0.8,0.005,2.0,0.05,True,6
0.735,0.695,0.218,0.619,0.322,0.295,0.381,3.296,16,1.1,0.001,0.5,0.05,True,6
0.728,0.674,0.21,0.647,0.317,0.323,0.353,3.296,16,1.1,0.001,1.0,0.05,True,6
0.732,0.709,0.224,0.605,0.327,0.277,0.395,3.296,16,1.1,0.001,2.0,0.05,True,6
0.76,0.72,0.243,0.655,0.354,0.271,0.345,3.296,16,1.1,0.003,0.5,0.05,True,6
0.765,0.716,0.244,0.681,0.359,0.279,0.319,3.296,16,1.1,0.003,1.0,0.05,True,6
0.755,0.684,0.224,0.69,0.338,0.317,0.31,3.296,16,1.1,0.003,2.0,0.05,True,6
0.799,0.685,0.237,0.767,0.363,0.326,0.233,3.296,16,1.1,0.005,0.5,0.05,True,6
0.774,0.709,0.244,0.707,0.363,0.291,0.293,3.296,16,1.1,0.005,1.0,0.05,True,6
0.786,0.722,0.252,0.701,0.371,0.276,0.299,3.296,16,1.1,0.005,2.0,0.05,True,6
0.728,0.646,0.201,0.681,0.31,0.359,0.319,2.093,16,1.5,0.001,0.5,0.05,True,6
0.725,0.674,0.208,0.639,0.314,0.322,0.361,2.093,16,1.5,0.001,1.0,0.05,True,6
0.726,0.654,0.204,0.674,0.313,0.349,0.326,2.093,16,1.5,0.001,2.0,0.05,True,6
0.751,0.69,0.227,0.684,0.341,0.309,0.316,2.093,16,1.5,0.003,0.5,0.05,True,6
0.756,0.698,0.232,0.686,0.347,0.301,0.314,2.093,16,1.5,0.003,1.0,0.05,True,6
0.759,0.713,0.239,0.667,0.352,0.281,0.333,2.093,16,1.5,0.003,2.0,0.05,True,6
0.78,0.687,0.233,0.729,0.353,0.319,0.271,2.093,16,1.5,0.005,0.5,0.05,True,6
0.772,0.719,0.249,0.696,0.367,0.278,0.304,2.093,16,1.5,0.005,1.0,0.05,True,6
0.787,0.715,0.251,0.722,0.373,0.285,0.278,2.093,16,1.5,0.005,2.0,0.05,True,6
0.713,0.653,0.2,0.652,0.306,0.346,0.348,1.462,16,2.0,0.001,0.5,0.05,True,6
0.729,0.677,0.213,0.652,0.321,0.32,0.348,1.462,16,2.0,0.001,1.0,0.05,True,6
0.726,0.691,0.217,0.629,0.322,0.301,0.371,1.462,16,2.0,0.001,2.0,0.05,True,6
0.755,0.693,0.228,0.682,0.342,0.305,0.318,1.462,16,2.0,0.003,0.5,0.05,True,6
0.757,0.705,0.235,0.674,0.348,0.291,0.326,1.462,16,2.0,0.003,1.0,0.05,True,6
0.759,0.706,0.234,0.664,0.346,0.288,0.336,1.462,16,2.0,0.003,2.0,0.05,True,6
0.8,0.679,0.234,0.77,0.359,0.333,0.23,1.462,16,2.0,0.005,0.5,0.05,True,6
0.787,0.727,0.258,0.711,0.378,0.271,0.289,1.462,16,2.0,0.005,1.0,0.05,True,6
0.79,0.687,0.236,0.75,0.36,0.321,0.25,1.462,16,2.0,0.005,2.0,0.05,True,6
0.699,0.671,0.201,0.608,0.302,0.32,0.392,9.233,32,0.8,0.001,0.5,0.05,True,6
