ROC AUC,Accuracy,Precision,Recall,F1 Score,Type I Error,Type II Error,Epsilon,Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio
0.623,0.745,0.183,0.341,0.238,0.202,0.659,2.105,32,2.0,0.001,2.0,0.05
0.669,0.646,0.191,0.625,0.292,0.351,0.375,2.105,32,2.0,0.003,0.5,0.05
0.723,0.698,0.217,0.609,0.32,0.29,0.391,2.105,32,2.0,0.003,1.0,0.05
0.703,0.641,0.192,0.645,0.296,0.359,0.355,2.105,32,2.0,0.003,2.0,0.05
0.753,0.728,0.236,0.594,0.338,0.254,0.406,2.105,32,2.0,0.005,0.5,0.05
0.684,0.681,0.2,0.574,0.296,0.305,0.426,2.105,32,2.0,0.005,1.0,0.05
0.738,0.698,0.221,0.625,0.326,0.292,0.375,2.105,32,2.0,0.005,2.0,0.05
0.618,0.673,0.171,0.466,0.25,0.3,0.534,13.785,64,0.8,0.001,0.5,0.05
0.516,0.863,0.123,0.027,0.045,0.026,0.973,13.785,64,0.8,0.001,1.0,0.05
0.504,0.883,0.429,0.003,0.006,0.001,0.997,13.785,64,0.8,0.001,2.0,0.05
0.709,0.676,0.201,0.595,0.301,0.313,0.405,13.785,64,0.8,0.003,0.5,0.05
0.672,0.625,0.181,0.625,0.28,0.375,0.375,13.785,64,0.8,0.003,1.0,0.05
0.716,0.601,0.187,0.719,0.297,0.415,0.281,13.785,64,0.8,0.003,2.0,0.05
0.704,0.623,0.181,0.632,0.282,0.378,0.368,13.785,64,0.8,0.005,0.5,0.05
0.717,0.662,0.206,0.664,0.315,0.338,0.336,13.785,64,0.8,0.005,1.0,0.05
0.654,0.573,0.166,0.657,0.265,0.438,0.343,13.785,64,0.8,0.005,2.0,0.05
0.459,0.864,0.136,0.03,0.049,0.026,0.97,7.17,64,1.1,0.001,0.5,0.05
0.638,0.857,0.266,0.127,0.172,0.046,0.873,7.17,64,1.1,0.001,1.0,0.05
0.694,0.645,0.189,0.62,0.29,0.352,0.38,7.17,64,1.1,0.001,2.0,0.05
0.639,0.667,0.177,0.504,0.262,0.311,0.496,7.17,64,1.1,0.003,0.5,0.05
0.665,0.611,0.178,0.643,0.279,0.394,0.357,7.17,64,1.1,0.003,1.0,0.05
0.661,0.78,0.221,0.348,0.27,0.163,0.652,7.17,64,1.1,0.003,2.0,0.05
0.704,0.631,0.189,0.652,0.293,0.372,0.348,7.17,64,1.1,0.005,0.5,0.05
0.733,0.65,0.206,0.698,0.318,0.357,0.302,7.17,64,1.1,0.005,1.0,0.05
0.604,0.649,0.156,0.456,0.233,0.326,0.544,7.17,64,1.1,0.005,2.0,0.05
0.639,0.488,0.15,0.726,0.249,0.543,0.274,4.446,64,1.5,0.001,0.5,0.05
0.494,0.87,0.112,0.016,0.028,0.017,0.984,4.446,64,1.5,0.001,1.0,0.05
0.453,0.422,0.106,0.533,0.177,0.593,0.467,4.446,64,1.5,0.001,2.0,0.05
0.716,0.657,0.201,0.647,0.306,0.342,0.353,4.446,64,1.5,0.003,0.5,0.05
0.721,0.664,0.205,0.651,0.312,0.334,0.349,4.446,64,1.5,0.003,1.0,0.05
0.683,0.608,0.181,0.665,0.284,0.399,0.335,4.446,64,1.5,0.003,2.0,0.05
0.697,0.631,0.189,0.655,0.293,0.373,0.345,4.446,64,1.5,0.005,0.5,0.05
0.707,0.671,0.202,0.614,0.304,0.321,0.386,4.446,64,1.5,0.005,1.0,0.05
0.682,0.61,0.182,0.665,0.285,0.397,0.335,4.446,64,1.5,0.005,2.0,0.05
0.491,0.866,0.187,0.043,0.069,0.025,0.957,3.051,64,2.0,0.001,0.5,0.05
0.516,0.883,0.0,0.0,0.0,0.0,1.0,3.051,64,2.0,0.001,1.0,0.05
0.531,0.676,0.132,0.318,0.186,0.277,0.682,3.051,64,2.0,0.001,2.0,0.05
0.697,0.647,0.192,0.628,0.294,0.35,0.372,3.051,64,2.0,0.003,0.5,0.05
0.695,0.628,0.189,0.662,0.294,0.376,0.338,3.051,64,2.0,0.003,1.0,0.05
0.712,0.634,0.19,0.653,0.295,0.368,0.347,3.051,64,2.0,0.003,2.0,0.05
0.739,0.67,0.211,0.667,0.321,0.33,0.333,3.051,64,2.0,0.005,0.5,0.05
0.506,0.663,0.13,0.33,0.186,0.293,0.67,3.051,64,2.0,0.005,1.0,0.05
0.729,0.694,0.221,0.64,0.328,0.299,0.36,3.051,64,2.0,0.005,2.0,0.05
0.448,0.883,0.5,0.001,0.002,0.0,0.999,20.006,128,0.8,0.001,0.5,0.05
0.635,0.565,0.155,0.612,0.248,0.441,0.388,20.006,128,0.8,0.001,1.0,0.05
0.496,0.878,0.192,0.013,0.025,0.007,0.987,20.006,128,0.8,0.001,2.0,0.05
0.436,0.697,0.087,0.168,0.115,0.233,0.832,20.006,128,0.8,0.003,0.5,0.05
0.693,0.628,0.188,0.657,0.292,0.376,0.343,20.006,128,0.8,0.003,1.0,0.05
0.677,0.579,0.172,0.679,0.274,0.434,0.321,20.006,128,0.8,0.003,2.0,0.05
0.62,0.623,0.162,0.535,0.249,0.366,0.465,20.006,128,0.8,0.005,0.5,0.05
0.659,0.766,0.215,0.376,0.274,0.182,0.624,20.006,128,0.8,0.005,1.0,0.05
0.669,0.582,0.17,0.663,0.27,0.429,0.337,20.006,128,0.8,0.005,2.0,0.05
0.526,0.794,0.149,0.163,0.156,0.123,0.837,10.708,128,1.1,0.001,0.5,0.05
0.623,0.512,0.151,0.685,0.247,0.511,0.315,10.708,128,1.1,0.001,1.0,0.05
0.684,0.626,0.183,0.635,0.284,0.376,0.365,10.708,128,1.1,0.001,2.0,0.05
0.705,0.543,0.171,0.754,0.278,0.485,0.246,10.708,128,1.1,0.003,0.5,0.05
0.429,0.808,0.087,0.067,0.076,0.094,0.933,10.708,128,1.1,0.003,1.0,0.05
0.699,0.585,0.182,0.729,0.291,0.434,0.271,10.708,128,1.1,0.003,2.0,0.05
0.697,0.585,0.173,0.675,0.276,0.427,0.325,10.708,128,1.1,0.005,0.5,0.05
0.604,0.586,0.153,0.56,0.24,0.411,0.44,10.708,128,1.1,0.005,1.0,0.05
0.442,0.747,0.09,0.128,0.106,0.17,0.872,10.708,128,1.1,0.005,2.0,0.05
0.665,0.574,0.167,0.664,0.267,0.438,0.336,6.546,128,1.5,0.001,0.5,0.05
0.51,0.829,0.168,0.117,0.138,0.077,0.883,6.546,128,1.5,0.001,1.0,0.05
0.569,0.872,0.205,0.031,0.054,0.016,0.969,6.546,128,1.5,0.001,2.0,0.05
0.493,0.755,0.137,0.208,0.165,0.173,0.792,6.546,128,1.5,0.003,0.5,0.05
0.7,0.61,0.181,0.661,0.284,0.396,0.339,6.546,128,1.5,0.003,1.0,0.05
0.716,0.654,0.208,0.694,0.32,0.351,0.306,6.546,128,1.5,0.003,2.0,0.05
0.58,0.729,0.173,0.348,0.231,0.22,0.652,6.546,128,1.5,0.005,0.5,0.05
0.664,0.541,0.167,0.73,0.271,0.484,0.27,6.546,128,1.5,0.005,1.0,0.05
0.525,0.628,0.13,0.383,0.194,0.339,0.617,6.546,128,1.5,0.005,2.0,0.05
0.657,0.498,0.158,0.758,0.261,0.536,0.242,4.464,128,2.0,0.001,0.5,0.05
0.663,0.516,0.157,0.719,0.258,0.511,0.281,4.464,128,2.0,0.001,1.0,0.05
0.634,0.761,0.18,0.292,0.223,0.176,0.708,4.464,128,2.0,0.001,2.0,0.05
0.634,0.526,0.152,0.668,0.248,0.492,0.332,4.464,128,2.0,0.003,0.5,0.05
0.575,0.846,0.243,0.15,0.186,0.062,0.85,4.464,128,2.0,0.003,1.0,0.05
0.478,0.878,0.232,0.018,0.033,0.008,0.982,4.464,128,2.0,0.003,2.0,0.05
0.631,0.814,0.199,0.195,0.197,0.104,0.805,4.464,128,2.0,0.005,0.5,0.05
0.73,0.704,0.22,0.597,0.321,0.281,0.403,4.464,128,2.0,0.005,1.0,0.05
0.719,0.59,0.184,0.733,0.295,0.429,0.267,4.464,128,2.0,0.005,2.0,0.05
