Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio,DP Enabled,ROC AUC mean,ROC AUC min,ROC AUC max,Accuracy mean,Accuracy min,Accuracy max,Precision mean,Precision min,Precision max,Recall mean,Recall min,Recall max,F1 Score mean,F1 Score min,F1 Score max,Type I Error mean,Type I Error min,Type I Error max,Type II Error mean,Type II Error min,Type II Error max,Epsilon mean,Epsilon min,Epsilon max
128,1.1,0.005,1.0,0.5,True,0.807,0.796,0.82,0.715,0.595,0.828,0.262,0.206,0.354,0.737,0.568,0.864,0.382,0.333,0.436,0.288,0.138,0.44,0.263,0.136,0.432,2.918,2.918,2.918
128,1.1,0.005,1.0,1.0,True,0.877,0.873,0.88,0.762,0.659,0.858,0.325,0.244,0.43,0.821,0.655,0.911,0.457,0.385,0.525,0.245,0.115,0.375,0.179,0.089,0.345,2.013,2.013,2.013
128,1.1,0.005,2.0,0.05,True,0.707,0.675,0.726,0.634,0.584,0.692,0.193,0.172,0.216,0.664,0.593,0.721,0.298,0.273,0.32,0.37,0.299,0.432,0.336,0.279,0.407,10.708,10.708,10.708
128,1.1,0.005,2.0,0.1,True,0.731,0.706,0.748,0.645,0.588,0.67,0.204,0.183,0.211,0.697,0.662,0.729,0.315,0.293,0.326,0.362,0.328,0.431,0.303,0.271,0.338,7.17,7.17,7.17
128,1.1,0.005,2.0,0.5,True,0.811,0.785,0.823,0.72,0.628,0.84,0.267,0.219,0.379,0.741,0.571,0.85,0.388,0.349,0.456,0.283,0.124,0.401,0.259,0.15,0.429,2.918,2.918,2.918
128,1.1,0.005,2.0,1.0,True,0.876,0.872,0.88,0.791,0.648,0.86,0.351,0.237,0.436,0.788,0.658,0.904,0.478,0.375,0.53,0.209,0.114,0.386,0.212,0.096,0.342,2.013,2.013,2.013
128,1.5,0.001,0.5,0.05,True,0.648,0.573,0.697,0.486,0.305,0.595,0.156,0.127,0.172,0.756,0.643,0.838,0.257,0.22,0.274,0.549,0.412,0.766,0.244,0.162,0.357,6.546,6.546,6.546
128,1.5,0.001,0.5,0.1,True,0.679,0.654,0.713,0.568,0.53,0.606,0.171,0.159,0.179,0.694,0.642,0.733,0.274,0.258,0.288,0.448,0.398,0.494,0.306,0.267,0.358,4.446,4.446,4.446
128,1.5,0.001,0.5,0.5,True,0.727,0.705,0.744,0.646,0.602,0.665,0.201,0.182,0.213,0.679,0.647,0.709,0.31,0.287,0.326,0.359,0.339,0.409,0.321,0.291,0.353,1.86,1.86,1.86
128,1.5,0.001,0.5,1.0,True,0.76,0.745,0.772,0.658,0.648,0.669,0.215,0.208,0.222,0.725,0.699,0.736,0.332,0.322,0.34,0.35,0.337,0.363,0.275,0.264,0.301,1.293,1.293,1.293
128,1.5,0.001,1.0,0.05,True,0.638,0.581,0.671,0.515,0.419,0.593,0.154,0.14,0.171,0.695,0.62,0.833,0.252,0.229,0.271,0.509,0.414,0.636,0.305,0.167,0.38,6.546,6.546,6.546
128,1.5,0.001,1.0,0.1,True,0.672,0.607,0.696,0.571,0.498,0.647,0.169,0.153,0.186,0.676,0.577,0.749,0.27,0.242,0.287,0.443,0.346,0.535,0.324,0.251,0.423,4.446,4.446,4.446
128,1.5,0.001,1.0,0.5,True,0.728,0.716,0.75,0.644,0.623,0.669,0.2,0.191,0.217,0.68,0.639,0.702,0.309,0.298,0.332,0.361,0.333,0.385,0.32,0.298,0.361,1.86,1.86,1.86
128,1.5,0.001,1.0,1.0,True,0.754,0.742,0.767,0.657,0.64,0.672,0.213,0.204,0.22,0.718,0.691,0.736,0.329,0.318,0.338,0.351,0.333,0.371,0.282,0.264,0.309,1.293,1.293,1.293
128,1.5,0.001,2.0,0.05,True,0.642,0.578,0.68,0.526,0.403,0.613,0.156,0.127,0.172,0.687,0.535,0.805,0.254,0.216,0.272,0.495,0.376,0.637,0.313,0.195,0.465,6.546,6.546,6.546
128,1.5,0.001,2.0,0.1,True,0.675,0.647,0.708,0.544,0.407,0.621,0.167,0.146,0.186,0.72,0.604,0.839,0.271,0.249,0.292,0.479,0.376,0.65,0.28,0.161,0.396,4.446,4.446,4.446
128,1.5,0.001,2.0,0.5,True,0.734,0.722,0.75,0.647,0.633,0.667,0.204,0.196,0.212,0.694,0.674,0.725,0.315,0.305,0.326,0.359,0.335,0.374,0.306,0.275,0.326,1.86,1.86,1.86
128,1.5,0.001,2.0,1.0,True,0.754,0.75,0.76,0.654,0.627,0.665,0.212,0.203,0.217,0.721,0.708,0.749,0.328,0.32,0.332,0.355,0.341,0.389,0.279,0.251,0.292,1.293,1.293,1.293
128,1.5,0.003,0.5,0.05,True,0.693,0.674,0.722,0.608,0.551,0.667,0.181,0.167,0.204,0.665,0.61,0.74,0.285,0.263,0.308,0.399,0.329,0.471,0.335,0.26,0.39,6.546,6.546,6.546
128,1.5,0.003,0.5,0.1,True,0.707,0.698,0.722,0.628,0.593,0.653,0.189,0.18,0.197,0.663,0.615,0.72,0.294,0.284,0.304,0.377,0.342,0.421,0.337,0.28,0.385,4.446,4.446,4.446
128,1.5,0.003,0.5,0.5,True,0.772,0.767,0.776,0.665,0.641,0.718,0.221,0.212,0.246,0.733,0.684,0.761,0.339,0.33,0.362,0.344,0.278,0.375,0.267,0.239,0.316,1.86,1.86,1.86
128,1.5,0.003,0.5,1.0,True,0.831,0.81,0.845,0.722,0.661,0.807,0.27,0.238,0.344,0.782,0.714,0.859,0.399,0.371,0.464,0.286,0.181,0.365,0.218,0.141,0.286,1.293,1.293,1.293
128,1.5,0.003,1.0,0.05,True,0.681,0.647,0.717,0.609,0.512,0.678,0.18,0.158,0.199,0.648,0.562,0.768,0.28,0.258,0.297,0.396,0.309,0.518,0.352,0.232,0.438,6.546,6.546,6.546
128,1.5,0.003,1.0,0.1,True,0.711,0.694,0.728,0.628,0.6,0.667,0.191,0.18,0.201,0.675,0.603,0.725,0.298,0.285,0.311,0.379,0.324,0.411,0.325,0.275,0.397,4.446,4.446,4.446
128,1.5,0.003,1.0,0.5,True,0.774,0.769,0.784,0.666,0.635,0.702,0.221,0.209,0.234,0.734,0.682,0.762,0.34,0.328,0.35,0.343,0.295,0.381,0.266,0.238,0.318,1.86,1.86,1.86
128,1.5,0.003,1.0,1.0,True,0.832,0.819,0.85,0.713,0.649,0.775,0.263,0.23,0.307,0.791,0.733,0.85,0.394,0.362,0.433,0.297,0.219,0.377,0.209,0.15,0.267,1.293,1.293,1.293
128,1.5,0.003,2.0,0.05,True,0.688,0.672,0.708,0.606,0.549,0.64,0.18,0.167,0.192,0.664,0.597,0.73,0.283,0.27,0.296,0.402,0.359,0.473,0.336,0.27,0.403,6.546,6.546,6.546
128,1.5,0.003,2.0,0.1,True,0.711,0.703,0.728,0.623,0.583,0.648,0.191,0.18,0.202,0.682,0.647,0.722,0.298,0.287,0.311,0.385,0.351,0.436,0.318,0.278,0.353,4.446,4.446,4.446
128,1.5,0.003,2.0,0.5,True,0.773,0.765,0.78,0.668,0.633,0.725,0.222,0.209,0.25,0.732,0.677,0.767,0.341,0.328,0.365,0.341,0.269,0.385,0.268,0.233,0.323,1.86,1.86,1.86
128,1.5,0.003,2.0,1.0,True,0.834,0.815,0.859,0.726,0.651,0.792,0.273,0.226,0.326,0.786,0.729,0.845,0.404,0.354,0.45,0.282,0.2,0.371,0.214,0.155,0.271,1.293,1.293,1.293
128,1.5,0.005,0.5,0.05,True,0.707,0.685,0.717,0.643,0.597,0.67,0.194,0.183,0.204,0.651,0.625,0.703,0.299,0.285,0.307,0.359,0.324,0.417,0.349,0.297,0.375,6.546,6.546,6.546
128,1.5,0.005,0.5,0.1,True,0.729,0.722,0.739,0.637,0.596,0.676,0.199,0.187,0.214,0.692,0.661,0.735,0.309,0.298,0.323,0.37,0.322,0.423,0.308,0.265,0.339,4.446,4.446,4.446
128,1.5,0.005,0.5,0.5,True,0.809,0.786,0.826,0.72,0.659,0.828,0.263,0.224,0.356,0.736,0.585,0.781,0.385,0.348,0.443,0.282,0.14,0.357,0.264,0.219,0.415,1.86,1.86,1.86
128,1.5,0.005,0.5,1.0,True,0.877,0.869,0.881,0.77,0.619,0.867,0.335,0.225,0.451,0.808,0.642,0.923,0.464,0.362,0.53,0.235,0.103,0.421,0.192,0.077,0.358,1.293,1.293,1.293
128,1.5,0.005,1.0,0.05,True,0.708,0.695,0.726,0.637,0.596,0.697,0.194,0.183,0.213,0.663,0.592,0.739,0.3,0.288,0.316,0.367,0.289,0.423,0.337,0.261,0.408,6.546,6.546,6.546
128,1.5,0.005,1.0,0.1,True,0.731,0.712,0.747,0.645,0.597,0.675,0.203,0.189,0.215,0.689,0.647,0.741,0.313,0.296,0.326,0.36,0.324,0.422,0.311,0.259,0.353,4.446,4.446,4.446
128,1.5,0.005,1.0,0.5,True,0.812,0.798,0.822,0.723,0.66,0.81,0.265,0.227,0.331,0.743,0.612,0.79,0.388,0.352,0.429,0.28,0.164,0.357,0.257,0.21,0.388,1.86,1.86,1.86
128,1.5,0.005,1.0,1.0,True,0.874,0.864,0.88,0.765,0.627,0.858,0.325,0.229,0.433,0.813,0.679,0.927,0.457,0.368,0.528,0.242,0.118,0.413,0.187,0.073,0.321,1.293,1.293,1.293
128,1.5,0.005,2.0,0.05,True,0.704,0.682,0.723,0.634,0.597,0.685,0.192,0.181,0.208,0.661,0.599,0.697,0.297,0.287,0.308,0.37,0.303,0.415,0.339,0.303,0.401,6.546,6.546,6.546
128,1.5,0.005,2.0,0.1,True,0.729,0.723,0.741,0.644,0.591,0.674,0.2,0.188,0.208,0.682,0.637,0.756,0.309,0.302,0.319,0.361,0.322,0.431,0.318,0.244,0.363,4.446,4.446,4.446
128,1.5,0.005,2.0,0.5,True,0.809,0.798,0.829,0.717,0.671,0.802,0.26,0.229,0.323,0.743,0.634,0.793,0.383,0.353,0.428,0.286,0.176,0.344,0.257,0.207,0.366,1.86,1.86,1.86
128,1.5,0.005,2.0,1.0,True,0.878,0.869,0.883,0.771,0.615,0.857,0.332,0.224,0.43,0.815,0.661,0.928,0.464,0.36,0.529,0.235,0.117,0.427,0.185,0.072,0.339,1.293,1.293,1.293
128,2.0,0.001,0.5,0.05,True,0.642,0.536,0.685,0.53,0.432,0.598,0.158,0.132,0.175,0.692,0.627,0.781,0.257,0.221,0.276,0.492,0.41,0.601,0.308,0.219,0.373,4.464,4.464,4.464
128,2.0,0.001,0.5,0.1,True,0.676,0.657,0.691,0.581,0.525,0.638,0.172,0.16,0.187,0.677,0.599,0.774,0.274,0.262,0.291,0.432,0.357,0.508,0.323,0.226,0.401,3.051,3.051,3.051
128,2.0,0.001,0.5,0.5,True,0.732,0.711,0.743,0.65,0.63,0.675,0.205,0.189,0.216,0.691,0.659,0.726,0.316,0.294,0.33,0.356,0.325,0.374,0.309,0.274,0.341,1.302,1.302,1.302
128,2.0,0.001,0.5,1.0,True,0.758,0.75,0.766,0.654,0.643,0.662,0.213,0.208,0.218,0.726,0.698,0.746,0.33,0.323,0.338,0.355,0.343,0.369,0.274,0.254,0.302,0.91,0.91,0.91
128,2.0,0.001,1.0,0.05,True,0.624,0.512,0.684,0.471,0.204,0.605,0.149,0.115,0.171,0.717,0.615,0.864,0.246,0.203,0.269,0.562,0.396,0.883,0.283,0.136,0.385,4.464,4.464,4.464
128,2.0,0.001,1.0,0.1,True,0.683,0.663,0.705,0.581,0.547,0.61,0.174,0.164,0.186,0.687,0.632,0.728,0.278,0.265,0.295,0.433,0.397,0.475,0.313,0.272,0.368,3.051,3.051,3.051
128,2.0,0.001,1.0,0.5,True,0.732,0.718,0.745,0.645,0.625,0.666,0.203,0.194,0.211,0.693,0.671,0.718,0.314,0.304,0.323,0.361,0.335,0.384,0.307,0.282,0.329,1.302,1.302,1.302
128,2.0,0.001,1.0,1.0,True,0.759,0.747,0.768,0.656,0.64,0.672,0.214,0.208,0.221,0.727,0.697,0.739,0.331,0.324,0.339,0.353,0.333,0.373,0.273,0.261,0.303,0.91,0.91,0.91
128,2.0,0.001,2.0,0.05,True,0.642,0.593,0.679,0.556,0.461,0.683,0.16,0.142,0.179,0.652,0.405,0.746,0.256,0.23,0.284,0.457,0.281,0.573,0.348,0.254,0.595,4.464,4.464,4.464
128,2.0,0.001,2.0,0.1,True,0.676,0.648,0.714,0.556,0.429,0.611,0.168,0.15,0.187,0.703,0.643,0.834,0.271,0.255,0.295,0.464,0.397,0.624,0.297,0.166,0.357,3.051,3.051,3.051
128,2.0,0.001,2.0,0.5,True,0.736,0.722,0.746,0.643,0.635,0.655,0.202,0.196,0.208,0.697,0.662,0.736,0.314,0.304,0.322,0.364,0.35,0.377,0.303,0.264,0.338,1.302,1.302,1.302
128,2.0,0.001,2.0,1.0,True,0.76,0.752,0.767,0.66,0.646,0.669,0.216,0.207,0.222,0.722,0.708,0.742,0.332,0.322,0.341,0.348,0.337,0.364,0.278,0.258,0.292,0.91,0.91,0.91
128,2.0,0.003,0.5,0.05,True,0.693,0.675,0.722,0.617,0.566,0.686,0.184,0.169,0.213,0.653,0.606,0.742,0.286,0.265,0.317,0.388,0.305,0.457,0.347,0.258,0.394,4.464,4.464,4.464
128,2.0,0.003,0.5,0.1,True,0.716,0.696,0.731,0.642,0.605,0.671,0.196,0.187,0.205,0.661,0.615,0.706,0.302,0.291,0.312,0.361,0.322,0.408,0.339,0.294,0.385,3.051,3.051,3.051
128,2.0,0.003,0.5,0.5,True,0.772,0.762,0.782,0.668,0.638,0.714,0.222,0.209,0.241,0.728,0.671,0.753,0.34,0.328,0.355,0.339,0.28,0.377,0.272,0.247,0.329,1.302,1.302,1.302
128,2.0,0.003,0.5,1.0,True,0.836,0.82,0.843,0.724,0.644,0.79,0.272,0.229,0.323,0.79,0.727,0.862,0.404,0.362,0.447,0.284,0.202,0.384,0.21,0.138,0.273,0.91,0.91,0.91
128,2.0,0.003,1.0,0.05,True,0.692,0.673,0.708,0.614,0.572,0.656,0.182,0.175,0.194,0.658,0.616,0.716,0.285,0.277,0.295,0.392,0.339,0.447,0.342,0.284,0.384,4.464,4.464,4.464
128,2.0,0.003,1.0,0.1,True,0.714,0.707,0.729,0.639,0.616,0.653,0.196,0.187,0.201,0.672,0.653,0.695,0.303,0.294,0.311,0.365,0.349,0.392,0.328,0.305,0.347,3.051,3.051,3.051
128,2.0,0.003,1.0,0.5,True,0.771,0.758,0.793,0.665,0.632,0.701,0.22,0.21,0.232,0.73,0.677,0.777,0.338,0.328,0.347,0.343,0.296,0.388,0.27,0.223,0.323,1.302,1.302,1.302
128,2.0,0.003,1.0,1.0,True,0.831,0.811,0.855,0.718,0.657,0.787,0.266,0.233,0.323,0.787,0.746,0.838,0.397,0.364,0.45,0.291,0.207,0.367,0.213,0.162,0.254,0.91,0.91,0.91
128,2.0,0.003,2.0,0.05,True,0.69,0.674,0.716,0.611,0.571,0.671,0.182,0.17,0.195,0.658,0.573,0.726,0.284,0.272,0.299,0.395,0.316,0.447,0.342,0.274,0.427,4.464,4.464,4.464
128,2.0,0.003,2.0,0.1,True,0.708,0.694,0.72,0.625,0.542,0.661,0.19,0.169,0.201,0.671,0.637,0.746,0.296,0.276,0.307,0.381,0.336,0.485,0.329,0.254,0.363,3.051,3.051,3.051
128,2.0,0.003,2.0,0.5,True,0.772,0.76,0.784,0.664,0.637,0.715,0.22,0.209,0.244,0.733,0.686,0.754,0.339,0.327,0.36,0.345,0.282,0.378,0.267,0.246,0.314,1.302,1.302,1.302
128,2.0,0.003,2.0,1.0,True,0.838,0.823,0.858,0.73,0.67,0.8,0.277,0.24,0.336,0.79,0.725,0.842,0.409,0.374,0.459,0.278,0.19,0.353,0.21,0.158,0.275,0.91,0.91,0.91
128,2.0,0.005,0.5,0.05,True,0.713,0.699,0.724,0.641,0.606,0.674,0.196,0.185,0.206,0.665,0.627,0.701,0.302,0.291,0.31,0.363,0.319,0.405,0.335,0.299,0.373,4.464,4.464,4.464
128,2.0,0.005,0.5,0.1,True,0.728,0.715,0.742,0.64,0.592,0.676,0.2,0.187,0.205,0.689,0.617,0.75,0.309,0.299,0.316,0.367,0.317,0.428,0.311,0.25,0.383,3.051,3.051,3.051
128,2.0,0.005,0.5,0.5,True,0.806,0.789,0.832,0.712,0.642,0.78,0.254,0.22,0.296,0.744,0.639,0.812,0.378,0.347,0.404,0.293,0.202,0.381,0.256,0.188,0.361,1.302,1.302,1.302
128,2.0,0.005,0.5,1.0,True,0.875,0.864,0.883,0.771,0.663,0.865,0.333,0.244,0.443,0.801,0.615,0.905,0.461,0.384,0.521,0.233,0.102,0.367,0.199,0.095,0.385,0.91,0.91,0.91
128,2.0,0.005,1.0,0.05,True,0.7,0.692,0.718,0.64,0.606,0.672,0.191,0.181,0.202,0.64,0.55,0.672,0.294,0.282,0.306,0.36,0.312,0.403,0.36,0.328,0.45,4.464,4.464,4.464
128,2.0,0.005,1.0,0.1,True,0.733,0.725,0.742,0.642,0.586,0.662,0.201,0.187,0.21,0.693,0.645,0.759,0.312,0.3,0.323,0.365,0.339,0.437,0.307,0.241,0.355,3.051,3.051,3.051
128,2.0,0.005,1.0,0.5,True,0.809,0.795,0.821,0.716,0.639,0.833,0.262,0.221,0.364,0.739,0.571,0.831,0.383,0.35,0.445,0.286,0.132,0.387,0.261,0.169,0.429,1.302,1.302,1.302
128,2.0,0.005,1.0,1.0,True,0.875,0.868,0.879,0.756,0.67,0.863,0.32,0.248,0.441,0.817,0.642,0.898,0.45,0.389,0.523,0.252,0.108,0.361,0.183,0.102,0.358,0.91,0.91,0.91
128,2.0,0.005,2.0,0.05,True,0.702,0.687,0.714,0.628,0.594,0.667,0.188,0.175,0.203,0.651,0.615,0.7,0.291,0.278,0.308,0.375,0.328,0.416,0.349,0.3,0.385,4.464,4.464,4.464
128,2.0,0.005,2.0,0.1,True,0.728,0.706,0.738,0.635,0.58,0.67,0.198,0.184,0.21,0.691,0.619,0.752,0.308,0.289,0.319,0.372,0.329,0.443,0.309,0.248,0.381,3.051,3.051,3.051
128,2.0,0.005,2.0,0.5,True,0.806,0.791,0.814,0.707,0.606,0.795,0.255,0.208,0.315,0.751,0.641,0.84,0.379,0.333,0.423,0.298,0.184,0.425,0.249,0.16,0.359,1.302,1.302,1.302
128,2.0,0.005,2.0,1.0,True,0.878,0.872,0.881,0.765,0.616,0.864,0.326,0.225,0.443,0.821,0.638,0.931,0.46,0.362,0.523,0.243,0.106,0.426,0.179,0.069,0.362,0.91,0.91,0.91
